type	seqid	name	start1	stop	strand	mismatch
primer	LC918510.1	reverse_primer_1	5424	5442	-	2
primer	LC918509.1	reverse_primer_1	5414	5432	-	2
primer	LC918508.1	reverse_primer_1	5400	5418	-	2
primer	LC918507.1	reverse_primer_1	5410	5428	-	2
primer	LC868438.1	reverse_primer_1	5403	5421	-	2
primer	LC868437.1	reverse_primer_1	5412	5430	-	2
primer	LC868436.1	reverse_primer_1	5410	5428	-	2
primer	LC868435.1	reverse_primer_1	5398	5416	-	2
primer	LC868434.1	reverse_primer_1	5410	5428	-	2
primer	LC868433.1	reverse_primer_1	5405	5423	-	2
primer	LC868432.1	reverse_primer_1	5403	5421	-	2
primer	LC868431.1	reverse_primer_1	5410	5428	-	2
primer	LC868430.1	reverse_primer_1	5410	5428	-	2
primer	LC868429.1	reverse_primer_1	5410	5428	-	2
primer	LC868428.1	reverse_primer_1	5410	5428	-	2
primer	LC868427.1	reverse_primer_1	5412	5430	-	2
primer	LC868426.1	reverse_primer_1	5409	5427	-	2
primer	MF352144.1	reverse_primer_1	5384	5402	-	2
primer	MF352143.1	reverse_primer_1	5384	5402	-	2
primer	MF352142.1	reverse_primer_1	5384	5402	-	2
primer	MG572732.1	reverse_primer_1	5384	5402	-	2
primer	MG572731.1	reverse_primer_1	5384	5402	-	2
primer	MG572730.1	reverse_primer_1	5384	5402	-	2
primer	MG572719.1	reverse_primer_1	5384	5402	-	2
primer	MG746015.1	reverse_primer_1	5415	5433	-	2
primer	MG745996.1	reverse_primer_1	5415	5433	-	2
primer	MG745995.1	reverse_primer_1	5415	5433	-	2
primer	MG692610.1	reverse_primer_1	5424	5442	-	2
primer	MH218731.1	reverse_primer_1	5421	5439	-	2
primer	MH218713.1	reverse_primer_1	5415	5433	-	2
primer	MH218706.1	reverse_primer_1	5415	5433	-	2
primer	MH218704.1	reverse_primer_1	5415	5433	-	2
primer	MH218703.1	reverse_primer_1	5415	5433	-	2
primer	MH218698.1	reverse_primer_1	5415	5433	-	2
primer	MH218692.1	reverse_primer_1	5409	5427	-	2
primer	MH218689.1	reverse_primer_1	5424	5442	-	2
primer	MH218661.1	reverse_primer_1	5409	5427	-	2
primer	MH218641.1	reverse_primer_1	5409	5427	-	2
primer	MH218637.1	reverse_primer_1	5415	5433	-	2
primer	MH218635.1	reverse_primer_1	5415	5433	-	2
primer	MH218634.1	reverse_primer_1	5415	5433	-	2
primer	MH218623.1	reverse_primer_1	5415	5433	-	2
primer	MH218622.1	reverse_primer_1	5415	5433	-	2
primer	MH218621.1	reverse_primer_1	5415	5433	-	2
primer	MH218620.1	reverse_primer_1	5415	5433	-	2
primer	MH218614.1	reverse_primer_1	5415	5433	-	2
primer	MH218605.1	reverse_primer_1	5415	5433	-	2
primer	MK282258.1	reverse_primer_1	5424	5442	-	2
primer	MK282257.1	reverse_primer_1	5424	5442	-	2
primer	MK282256.1	reverse_primer_1	5424	5442	-	2
primer	MK789432.1	reverse_primer_1	5424	5442	-	2
primer	MK752935.1	reverse_primer_1	5415	5433	-	2
primer	MT232050.1	reverse_primer_1	5415	5433	-	2
primer	MT028542.1	reverse_primer_1	5415	5433	-	2
primer	MN853414.1	reverse_primer_1	5424	5442	-	2
primer	MT731332.1	reverse_primer_1	5409	5427	-	2
primer	MT729791.1	reverse_primer_1	5424	5442	-	2
primer	MT729788.1	reverse_primer_1	5415	5433	-	2
primer	MT726225.1	reverse_primer_1	5415	5433	-	2
primer	MT712147.1	reverse_primer_1	5421	5439	-	2
primer	MT712130.1	reverse_primer_1	5421	5439	-	2
primer	MW661272.1	reverse_primer_1	5415	5433	-	2
primer	MW661271.1	reverse_primer_1	5415	5433	-	2
primer	MW661266.1	reverse_primer_1	5415	5433	-	2
primer	MW981327.1	reverse_primer_1	5415	5433	-	2
primer	MZ291631.1	reverse_primer_1	5424	5442	-	2
primer	OL898511.1	reverse_primer_1	5415	5433	-	2
primer	OL898506.1	reverse_primer_1	5421	5439	-	2
primer	ON329737.1	reverse_primer_1	5415	5433	-	2
primer	OP712199.1	reverse_primer_1	5424	5442	-	2
primer	OP690427.1	reverse_primer_1	5415	5433	-	2
primer	OP689689.1	reverse_primer_1	5424	5442	-	2
primer	OP686904.1	reverse_primer_1	5415	5433	-	2
primer	OR536475.1	reverse_primer_1	5415	5433	-	2
primer	OR062612.1	reverse_primer_1	5424	5442	-	2
primer	PP381824.1	reverse_primer_1	5424	5442	-	2
primer	PP661667.1	reverse_primer_1	5415	5433	-	2
primer	PP658553.1	reverse_primer_1	5415	5433	-	2
primer	PP587393.1	reverse_primer_1	5424	5442	-	2
primer	PP587392.1	reverse_primer_1	5424	5442	-	2
primer	PP549885.1	reverse_primer_1	5415	5433	-	2
primer	PP549884.1	reverse_primer_1	5415	5433	-	2
primer	PP549883.1	reverse_primer_1	5415	5433	-	2
primer	PP549882.1	reverse_primer_1	5415	5433	-	2
primer	PP549881.1	reverse_primer_1	5415	5433	-	2
primer	PP549880.1	reverse_primer_1	5415	5433	-	2
primer	PP549879.1	reverse_primer_1	5415	5433	-	2
primer	PP549878.1	reverse_primer_1	5415	5433	-	2
primer	PP549877.1	reverse_primer_1	5415	5433	-	2
primer	PP549876.1	reverse_primer_1	5415	5433	-	2
primer	PQ100949.1	reverse_primer_1	5409	5427	-	2
primer	PQ100948.1	reverse_primer_1	5409	5427	-	2
primer	PQ100947.1	reverse_primer_1	5409	5427	-	2
primer	PQ100946.1	reverse_primer_1	5409	5427	-	2
primer	PQ373142.1	reverse_primer_1	5424	5442	-	2
primer	PQ373140.1	reverse_primer_1	5424	5442	-	2
primer	PQ373139.1	reverse_primer_1	5424	5442	-	2
primer	PQ373138.1	reverse_primer_1	5424	5442	-	2
primer	PQ373133.1	reverse_primer_1	5424	5442	-	2
primer	PQ373132.1	reverse_primer_1	5424	5442	-	2
primer	PQ373131.1	reverse_primer_1	5424	5442	-	2
primer	PQ373127.1	reverse_primer_1	5424	5442	-	2
primer	PQ373126.1	reverse_primer_1	5424	5442	-	2
primer	PQ373124.1	reverse_primer_1	5424	5442	-	2
primer	PQ373123.1	reverse_primer_1	5424	5442	-	2
primer	PQ373122.1	reverse_primer_1	5424	5442	-	2
primer	PQ373121.1	reverse_primer_1	5424	5442	-	2
primer	PQ373120.1	reverse_primer_1	5424	5442	-	2
primer	PQ310522.1	reverse_primer_1	5424	5442	-	2
primer	PQ310521.1	reverse_primer_1	5424	5442	-	2
primer	PQ310520.1	reverse_primer_1	5424	5442	-	2
primer	PQ310519.1	reverse_primer_1	5424	5442	-	2
primer	PQ310518.1	reverse_primer_1	5424	5442	-	2
primer	PQ310235.1	reverse_primer_1	5424	5442	-	2
primer	PQ304614.1	reverse_primer_1	5424	5442	-	2
primer	PQ304611.1	reverse_primer_1	5424	5442	-	2
primer	PQ304610.1	reverse_primer_1	5424	5442	-	2
primer	PQ273196.1	reverse_primer_1	5424	5442	-	2
primer	PQ218468.1	reverse_primer_1	5415	5433	-	2
primer	PQ215575.1	reverse_primer_1	5415	5433	-	2
primer	PV275062.1	reverse_primer_1	5433	5451	-	2
primer	PV635313.1	reverse_primer_1	5424	5442	-	2
primer	PV765571.1	reverse_primer_1	5424	5442	-	2
primer	PV765567.1	reverse_primer_1	5424	5442	-	2
primer	PV750894.1	reverse_primer_1	5424	5442	-	2
primer	PV750891.1	reverse_primer_1	5424	5442	-	2
primer	PV750882.1	reverse_primer_1	5424	5442	-	2
primer	PV750877.1	reverse_primer_1	5424	5442	-	2
primer	PV784347.1	reverse_primer_1	5424	5442	-	2
primer	PV784345.1	reverse_primer_1	5424	5442	-	2
primer	PV784344.1	reverse_primer_1	5424	5442	-	2
primer	PV784338.1	reverse_primer_1	5424	5442	-	2
primer	PV784331.1	reverse_primer_1	5424	5442	-	2
primer	PV784324.1	reverse_primer_1	5424	5442	-	2
primer	PV784323.1	reverse_primer_1	5424	5442	-	2
primer	PV784318.1	reverse_primer_1	5424	5442	-	2
primer	PV784304.1	reverse_primer_1	5424	5442	-	2
primer	PV784303.1	reverse_primer_1	5424	5442	-	2
primer	PV784302.1	reverse_primer_1	5424	5442	-	2
primer	PV784298.1	reverse_primer_1	5424	5442	-	2
primer	PV784297.1	reverse_primer_1	5424	5442	-	2
primer	PV784296.1	reverse_primer_1	5424	5442	-	2
primer	PV784287.1	reverse_primer_1	5424	5442	-	2
primer	PV784285.1	reverse_primer_1	5424	5442	-	2
primer	PV784279.1	reverse_primer_1	5424	5442	-	2
primer	PV784277.1	reverse_primer_1	5424	5442	-	2
primer	PV784275.1	reverse_primer_1	5424	5442	-	2
primer	PV784273.1	reverse_primer_1	5424	5442	-	2
primer	PV784272.1	reverse_primer_1	5424	5442	-	2
primer	PZ234772.1	reverse_primer_1	5424	5442	-	2
