accession,BLAST_score,begin,end,length,p_type,p_subtype,rdrp_start,rdrp_end,rdrp_source,genotype,genotype_subtype,vp1_start,vp1_end,has_overlap,overlap
PZ059669.1,75.87562,0,7511,7517,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6710.0,True,17.0
PZ059670.1,75.859245,0,7511,7517,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6710.0,True,17.0
PZ059671.1,75.859245,0,7511,7517,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6710.0,True,17.0
PZ059672.1,75.859245,0,7511,7517,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6710.0,True,17.0
PV902474.1,75.82706,4,7549,7551,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV843276.1,76.36869,0,7536,7536,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.2,None,5085.0,6713.0,True,17.0
PV806172.1,86.83764,6,7485,7482,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.7,None,5079.0,6701.0,True,17.0
PV806173.1,86.83764,6,7485,7482,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.7,None,5079.0,6701.0,True,17.0
PV806174.1,86.83764,6,7485,7482,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.7,None,5079.0,6701.0,True,17.0
PV765565.1,75.84344,4,7546,7548,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV765568.1,75.84344,4,7549,7551,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV765570.1,75.82706,4,7549,7551,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV746275.1,75.97563,0,7525,7519,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.4,Sydney_2016,5085.0,6707.0,True,17.0
PV746276.1,75.8933,0,7524,7518,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.4,Sydney_2016,5085.0,6707.0,True,17.0
PV746277.1,75.992096,0,7524,7518,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.4,Sydney_2016,5085.0,6707.0,True,17.0
PV746278.1,76.00857,0,7524,7518,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.4,Sydney_2016,5085.0,6707.0,True,17.0
PV655189.1,75.82706,4,7549,7551,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV636607.1,89.402084,1,7524,7523,GII.P12,None,3571.0,5100.0,annotated_rdrp,GII.3,None,5084.0,6730.0,True,17.0
PQ461161.1,88.86649,0,7505,7505,GII.P12,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
PV588655.1,75.941696,4,7554,7556,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV588656.1,75.89257,4,7554,7556,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV588657.1,75.99083,4,7554,7556,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV588658.1,75.89257,4,7554,7556,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV588796.1,75.90894,4,7511,7513,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV588797.1,75.95808,4,7511,7513,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
PV553834.1,87.21704,-1,7510,7508,GII.P7,None,3573.0,5102.0,annotated_rdrp,GII.6,None,5086.0,6729.0,True,17.0
PP498989.1,85.27132,4,7562,7552,GII.P31,None,3568.0,5097.0,annotated_rdrp,GII.4,Sydney_2012,5081.0,6703.0,True,17.0
OR536443.1,84.48509,7,7519,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536445.1,84.50204,7,7511,7501,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536446.1,84.468155,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536448.1,84.31572,7,7519,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536449.1,83.897026,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536451.1,84.281845,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536452.1,84.19715,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536453.1,84.31872,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536455.1,84.349594,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536456.1,84.112465,7,7511,7501,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536461.1,84.26491,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536463.1,84.131836,7,7525,7515,Could,None,3565.0,5094.0,annotated_rdrp,GII.14,None,5078.0,6688.0,True,17.0
OR536471.1,80.52057,0,7528,7528,GII.P21,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
OR536474.1,80.53736,0,7505,7505,GII.P21,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
OR536495.1,80.802826,0,7507,7507,GII.P21,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
OR536496.1,81.00437,0,7507,7507,GII.P21,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
OR536497.1,80.83963,0,7507,7507,GII.P21,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
OR536498.1,80.85642,0,7507,7507,GII.P21,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
OR536499.1,80.83963,0,7507,7507,GII.P21,None,3572.0,5101.0,annotated_rdrp,GII.3,None,5085.0,6731.0,True,17.0
PP381831.1,75.67924,0,7555,7549,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.4,Sydney_2016,5085.0,6707.0,True,17.0
PP267279.1,75.6002,0,7498,7504,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6716.0,True,17.0
PP267284.1,75.6002,0,7497,7503,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6716.0,True,17.0
PP267285.1,75.74718,0,7497,7503,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6716.0,True,17.0
PP267298.1,75.77985,0,7497,7503,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6716.0,True,17.0
OR546391.1,93.38766,4,7484,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546392.1,93.34758,4,7484,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546393.1,93.34758,4,7487,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546394.1,93.40102,4,7484,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546395.1,93.54796,4,7484,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546396.1,92.813255,4,7487,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546397.1,92.813255,4,7487,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546398.1,92.826614,4,7487,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546399.1,92.93348,4,7487,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR546400.1,92.8934,4,7487,7486,GII.P8,None,3568.0,5097.0,annotated_rdrp,GII.8,None,5081.0,6694.0,True,17.0
OR397766.1,84.64515,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397767.1,84.685165,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397768.1,84.67182,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397769.1,84.67182,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397770.1,84.67182,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397771.1,84.658485,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397772.1,84.658485,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397773.1,84.67182,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397774.1,84.6318,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397775.1,84.6985,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397776.1,84.64515,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397777.1,84.64515,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397778.1,84.67182,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397779.1,84.685165,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397780.1,84.64515,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397781.1,84.6318,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397782.1,84.61846,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397783.1,84.658485,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397784.1,84.658485,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397785.1,84.61846,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397786.1,84.61846,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397787.1,84.6318,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OR397788.1,84.61846,0,7513,7513,GII.P1,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
OP691294.1,76.689026,0,7532,7538,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.10,None,5085.0,6731.0,True,17.0
OP691295.1,76.689026,0,7532,7538,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.10,None,5085.0,6731.0,True,17.0
OP609644.1,76.47155,0,7537,7543,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.10,None,5085.0,6731.0,True,17.0
OP609645.1,76.4879,0,7537,7543,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.10,None,5085.0,6731.0,True,17.0
OP609646.1,76.586,0,7537,7543,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.10,None,5085.0,6731.0,True,17.0
ON706286.1,95.14524,10,7552,7539,GII.P7,None,3562.0,5091.0,annotated_rdrp,GII.6,None,5075.0,6727.0,True,17.0
MW581004.1,84.50566,0,7485,7479,GII.P4,New_Orleans_2009,3572.0,5101.0,annotated_rdrp,GII.4,New_Orleans_2009,5085.0,6707.0,True,17.0
MW581005.1,84.50057,0,7485,7479,GII.P4,New_Orleans_2009,3572.0,5101.0,annotated_rdrp,GII.4,Could not assign,5085.0,6707.0,True,17.0
MW581006.1,84.489265,0,7485,7479,GII.P4,New_Orleans_2009,3572.0,5101.0,annotated_rdrp,GII.4,New_Orleans_2009,5085.0,6707.0,True,17.0
MW581007.1,84.58258,0,7485,7479,GII.P4,New_Orleans_2009,3572.0,5101.0,annotated_rdrp,GII.4,Could not assign,5085.0,6707.0,True,17.0
MW581008.1,84.00853,0,7485,7479,GII.P4,Could not assign,3572.0,5101.0,annotated_rdrp,GII.4,Could not assign,5085.0,6707.0,True,17.0
MW581009.1,84.15614,0,7485,7479,GII.P4,New_Orleans_2009,3572.0,5101.0,annotated_rdrp,GII.4,Could not assign,5085.0,6707.0,True,17.0
MW581010.1,84.205345,0,7485,7479,GII.P4,New_Orleans_2009,3572.0,5101.0,annotated_rdrp,GII.4,Could not assign,5085.0,6707.0,True,17.0
MW581011.1,84.074135,0,7485,7479,GII.P4,Could not assign,3572.0,5101.0,annotated_rdrp,GII.4,Could not assign,5085.0,6707.0,True,17.0
MW581012.1,84.09054,0,7485,7479,GII.P4,New_Orleans_2009,3572.0,5101.0,annotated_rdrp,GII.4,Could not assign,5085.0,6707.0,True,17.0
MZ292759.1,87.73681,6,7493,7490,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.7,None,5079.0,6701.0,True,17.0
MZ292794.1,93.59744,3,7491,7494,GII.P8,None,3569.0,5098.0,annotated_rdrp,GII.8,None,5082.0,6695.0,True,17.0
MZ291623.1,75.82884,0,7489,7495,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6716.0,True,17.0
MZ291626.1,76.600945,4,7536,7529,GII.P16,None,3565.0,5094.0,annotated_rdrp,GII.2,None,5078.0,6706.0,True,17.0
MZ291632.1,75.81304,4,7550,7552,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6712.0,True,17.0
MZ291634.1,83.99616,4,7553,7546,GII.P4,Den_Haag_2006b,3568.0,5097.0,annotated_rdrp,GII.4,Den_Haag_2006b,5081.0,6703.0,True,17.0
MZ268407.1,76.38957,4,7457,7450,GII.P16,None,3565.0,5094.0,annotated_rdrp,GII.13,None,5078.0,6706.0,True,17.0
MZ272053.1,88.01016,6,7511,7505,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.14,None,5079.0,6689.0,True,17.0
MZ272475.1,87.97629,6,7511,7505,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.14,None,5079.0,6689.0,True,17.0
MZ265063.2,81.76722,4,7491,7487,GII.P33,None,3574.0,5103.0,annotated_rdrp,GII.1,None,5087.0,6694.0,True,17.0
MZ265142.1,70.13889,-36,7489,7540,GII.P40,None,3608.0,5137.0,annotated_rdrp,GII.5,None,5121.0,6743.0,True,17.0
MZ265418.1,93.3971,6,7537,7531,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.6,None,5079.0,6731.0,True,17.0
MZ265480.1,87.93034,6,7523,7514,GII.P7,None,3566.0,5095.0,annotated_rdrp,GII.6,None,5079.0,6722.0,True,17.0
MZ233435.1,84.831,2,7574,7566,GII.P4,New_Orleans_2009,3570.0,5099.0,annotated_rdrp,GII.4,New_Orleans_2009,5083.0,6705.0,True,17.0
MW661247.1,83.556404,1,7584,7580,GII.P4,Den_Haag_2006b,3571.0,5100.0,annotated_rdrp,GII.4,Den_Haag_2006b,5084.0,6706.0,True,17.0
MW661251.1,84.99016,1,7615,7608,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MW661252.1,84.96883,3,7605,7596,GII.P31,None,3569.0,5098.0,annotated_rdrp,GII.4,Sydney_2012,5082.0,6704.0,True,17.0
MW661254.1,76.37769,1,7592,7591,GII.P16,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2016,5084.0,6706.0,True,17.0
MW661255.1,89.7044,1,7578,7577,GII.P12,None,3571.0,5100.0,annotated_rdrp,GII.3,None,5084.0,6730.0,True,17.0
MW661257.1,93.7392,1,7553,7558,GII.P8,None,3571.0,5100.0,annotated_rdrp,GII.8,None,5084.0,6697.0,True,17.0
MW661258.1,76.15126,0,7516,7513,GII.P16,None,3569.0,5098.0,annotated_rdrp,GII.4,Sydney_2016,5082.0,6704.0,True,17.0
MW661259.1,76.054016,1,7600,7593,GII.P16,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2016,5084.0,6706.0,True,17.0
MW661260.1,75.938736,1,7606,7599,GII.P16,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2016,5084.0,6706.0,True,17.0
MW661261.1,76.49933,4,7521,7517,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.4,Sydney_2016,5081.0,6703.0,True,17.0
MW661262.1,81.0397,4,7582,7578,GII.P21,None,3568.0,5097.0,annotated_rdrp,GII.3,None,5081.0,6727.0,True,17.0
MW661263.1,77.823814,0,7475,7469,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
MW661265.1,89.45247,1,7582,7581,GII.P12,None,3571.0,5100.0,annotated_rdrp,GII.3,None,5084.0,6730.0,True,17.0
MW661267.1,78.05237,0,7480,7474,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.1,None,5085.0,6692.0,True,17.0
MW661268.1,78.02242,3,7535,7526,GII.P16,None,3569.0,5098.0,annotated_rdrp,GII.1,None,5082.0,6689.0,True,17.0
MW661269.1,77.998665,2,7552,7544,GII.P16,None,3570.0,5099.0,annotated_rdrp,GII.1,None,5083.0,6690.0,True,17.0
MW661270.1,77.98826,1,7551,7544,GII.P16,None,3571.0,5100.0,annotated_rdrp,GII.1,None,5084.0,6691.0,True,17.0
MW661277.1,76.5226,1,7601,7600,GII.P16,None,3571.0,5100.0,annotated_rdrp,GII.2,None,5084.0,6712.0,True,17.0
MW661279.1,75.97627,4,7561,7551,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.4,Sydney_2016,5081.0,6703.0,True,17.0
MW661280.1,75.95521,1,7605,7598,GII.P16,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2016,5084.0,6706.0,True,17.0
MW661283.1,75.83992,1,7584,7577,GII.P16,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2016,5084.0,6706.0,True,17.0
MT233268.1,75.173096,4,7471,7485,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6706.0,True,17.0
MT218311.1,84.72518,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MT242482.1,81.77439,4,7471,7467,GII.P33,None,3574.0,5103.0,annotated_rdrp,GII.1,None,5087.0,6694.0,True,17.0
MT316122.1,76.43794,4,7552,7545,GII.P16,None,3565.0,5094.0,annotated_rdrp,GII.3,None,5078.0,6724.0,True,17.0
MT158850.1,92.77911,10,7516,7506,GII.P7,None,3562.0,5091.0,annotated_rdrp,GII.6,None,5075.0,6727.0,True,17.0
MT158851.1,76.19984,4,7492,7488,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.2,None,5081.0,6709.0,True,17.0
MT158852.1,76.57658,4,7492,7488,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.2,None,5081.0,6709.0,True,17.0
MT158853.1,76.44554,4,7492,7488,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.2,None,5081.0,6709.0,True,17.0
MT158854.1,89.34633,4,7495,7491,GII.P12,None,3568.0,5097.0,annotated_rdrp,GII.3,None,5081.0,6727.0,True,17.0
MT158855.1,76.65848,4,7492,7488,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.2,None,5081.0,6709.0,True,17.0
MT158856.1,76.61488,4,7492,7488,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.2,None,5081.0,6709.0,True,17.0
MT158857.1,76.65848,4,7492,7488,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.2,None,5081.0,6709.0,True,17.0
MT158858.1,85.15586,4,7519,7509,GII.P31,None,3568.0,5097.0,annotated_rdrp,GII.4,Could not assign,5081.0,6703.0,True,17.0
MT158859.1,85.15586,4,7519,7509,GII.P31,None,3568.0,5097.0,annotated_rdrp,GII.4,Could not assign,5081.0,6703.0,True,17.0
MT158860.1,75.69865,4,7493,7495,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6712.0,True,17.0
MT158861.1,75.6823,4,7493,7495,GII.P17,None,3577.0,5106.0,annotated_rdrp,GII.17,None,5090.0,6712.0,True,17.0
MT158862.1,76.72287,0,7492,7492,GII.P16,None,3572.0,5101.0,annotated_rdrp,GII.2,None,5085.0,6713.0,True,17.0
MN394542.1,76.58218,4,7536,7532,GII.P16,None,3568.0,5097.0,annotated_rdrp,GII.2,None,5081.0,6709.0,True,17.0
MN307993.1,84.675964,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Could not assign,5084.0,6706.0,True,17.0
MN307995.1,84.79802,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN307996.1,84.64963,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Could not assign,5084.0,6706.0,True,17.0
MN307997.1,85.24091,4,7513,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN307998.1,85.029434,4,7513,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN307999.1,84.91344,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Could not assign,5084.0,6706.0,True,17.0
MN308001.1,84.93847,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN308002.1,84.501236,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN308003.1,84.73207,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN308008.1,84.675964,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN308010.1,85.05332,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN308012.1,84.88925,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
MN308014.1,84.70878,4,7519,7512,GII.P31,None,3571.0,5100.0,annotated_rdrp,GII.4,Sydney_2012,5084.0,6706.0,True,17.0
