accession,rdrp_start,rdrp_end,rdrp_source,vp1_start,vp1_end,has_overlap,overlap
PZ240501.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PZ240500.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240499.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240498.1,3570.0,5099.0,annotated_rdrp,5083.0,6705.0,True,17
PZ240497.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240496.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240495.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240494.1,3557.0,5086.0,annotated_rdrp,5070.0,6692.0,True,17
PZ240493.1,3567.0,5096.0,annotated_rdrp,5080.0,6702.0,True,17
PZ240492.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240491.1,3567.0,5096.0,annotated_rdrp,5080.0,6702.0,True,17
PZ240490.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240489.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240488.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240487.1,3569.0,5098.0,annotated_rdrp,5082.0,6704.0,True,17
PZ240486.1,3567.0,5096.0,annotated_rdrp,5080.0,6702.0,True,17
PZ240485.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240484.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240483.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240482.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240481.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240480.1,3569.0,5098.0,annotated_rdrp,5082.0,6704.0,True,17
PZ240479.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240478.1,3569.0,5098.0,annotated_rdrp,5082.0,6704.0,True,17
PZ240477.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240476.1,3569.0,5098.0,annotated_rdrp,5082.0,6704.0,True,17
PZ240475.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240474.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240473.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240472.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240471.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240470.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240469.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240468.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240467.1,3544.0,5073.0,annotated_rdrp,5057.0,6709.0,True,17
PZ240466.1,3500.0,5029.0,annotated_rdrp,5013.0,6665.0,True,17
PZ240465.1,3558.0,5087.0,annotated_rdrp,5071.0,6723.0,True,17
PZ240464.1,3522.0,5051.0,annotated_rdrp,5035.0,6687.0,True,17
PZ240463.1,3544.0,5073.0,annotated_rdrp,5057.0,6709.0,True,17
PZ239816.1,1.0,282.0,annotated_rdrp,266.0,1888.0,True,17
PZ234825.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234824.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234823.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234822.1,3563.0,5092.0,annotated_rdrp,5076.0,6692.0,True,17
PZ234821.1,3553.0,5082.0,annotated_rdrp,5066.0,6682.0,True,17
PZ234820.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234819.1,3553.0,5082.0,annotated_rdrp,5066.0,6682.0,True,17
PZ234818.1,3552.0,5081.0,annotated_rdrp,5065.0,6681.0,True,17
PZ234817.1,3568.0,5097.0,annotated_rdrp,5081.0,6697.0,True,17
PZ234816.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234815.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234814.1,3553.0,5082.0,annotated_rdrp,5066.0,6682.0,True,17
PZ234813.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234812.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234811.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234810.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234809.1,3548.0,5077.0,annotated_rdrp,5061.0,6677.0,True,17
PZ234808.1,3545.0,5074.0,annotated_rdrp,5058.0,6674.0,True,17
PZ234807.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234806.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234805.1,3545.0,5074.0,annotated_rdrp,5058.0,6674.0,True,17
PZ234804.1,3545.0,5074.0,annotated_rdrp,5058.0,6674.0,True,17
PZ234803.1,3538.0,5067.0,annotated_rdrp,5051.0,6667.0,True,17
PZ234802.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234801.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234800.1,3551.0,5080.0,annotated_rdrp,5064.0,6680.0,True,17
PZ234799.1,3538.0,5067.0,annotated_rdrp,5051.0,6667.0,True,17
PZ234798.1,3538.0,5067.0,annotated_rdrp,5051.0,6673.0,True,17
PZ234797.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234796.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234795.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234794.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234793.1,3557.0,5086.0,annotated_rdrp,5070.0,6686.0,True,17
PZ234792.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234791.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234790.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234789.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234788.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234787.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234786.1,3548.0,5077.0,annotated_rdrp,5061.0,6677.0,True,17
PZ234785.1,3552.0,5081.0,annotated_rdrp,5065.0,6681.0,True,17
PZ234784.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234783.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234782.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234781.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234780.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234779.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234778.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234777.1,3538.0,5067.0,annotated_rdrp,5051.0,6667.0,True,17
PZ234776.1,3559.0,5088.0,annotated_rdrp,5072.0,6694.0,True,17
PZ234775.1,3581.0,5110.0,annotated_rdrp,5094.0,6716.0,True,17
PZ234774.1,3553.0,5082.0,annotated_rdrp,5066.0,6688.0,True,17
PZ234773.1,3562.0,5091.0,annotated_rdrp,5075.0,6697.0,True,17
PZ234772.1,3581.0,5110.0,annotated_rdrp,5094.0,6716.0,True,17
PZ234771.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ234770.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234769.1,3581.0,5110.0,annotated_rdrp,5094.0,6716.0,True,17
PZ234768.1,3559.0,5088.0,annotated_rdrp,5072.0,6694.0,True,17
PZ234767.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234766.1,3547.0,5076.0,annotated_rdrp,5060.0,6682.0,True,17
PZ234765.1,3545.0,5074.0,annotated_rdrp,5058.0,6680.0,True,17
PZ234764.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234763.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234762.1,3581.0,5110.0,annotated_rdrp,5094.0,6716.0,True,17
PZ234761.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234760.1,3545.0,5074.0,annotated_rdrp,5058.0,6680.0,True,17
PZ234759.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234758.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234757.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PZ234756.1,3552.0,5081.0,annotated_rdrp,5065.0,6687.0,True,17
PZ234755.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ231306.1,3533.0,5062.0,annotated_rdrp,5046.0,6692.0,True,17
PZ231305.1,3504.0,5033.0,annotated_rdrp,5017.0,6663.0,True,17
PZ231304.1,3529.0,5058.0,annotated_rdrp,5042.0,6688.0,True,17
PZ231303.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231302.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231301.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231300.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231299.1,3560.0,5089.0,annotated_rdrp,5073.0,6719.0,True,17
PZ231298.1,3528.0,5057.0,annotated_rdrp,5041.0,6687.0,True,17
PZ231297.1,3496.0,5025.0,annotated_rdrp,5009.0,6655.0,True,17
PZ231296.1,3560.0,5089.0,annotated_rdrp,5073.0,6719.0,True,17
PZ231295.1,3560.0,5089.0,annotated_rdrp,5073.0,6719.0,True,17
PZ231294.1,3516.0,5045.0,annotated_rdrp,5029.0,6675.0,True,17
PZ221930.1,3568.0,5097.0,annotated_rdrp,5081.0,6727.0,True,17
PZ221929.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221928.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221927.1,3572.0,5101.0,annotated_rdrp,5085.0,6731.0,True,17
PZ221926.1,3561.0,5090.0,annotated_rdrp,5074.0,6720.0,True,17
PZ221925.1,3568.0,5097.0,annotated_rdrp,5081.0,6727.0,True,17
PZ221924.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221923.1,3565.0,5094.0,annotated_rdrp,5078.0,6724.0,True,17
PZ221922.1,3572.0,5101.0,annotated_rdrp,5085.0,6731.0,True,17
PZ221920.1,3563.0,5092.0,annotated_rdrp,5076.0,6722.0,True,17
PZ221919.1,3568.0,5097.0,annotated_rdrp,5081.0,6727.0,True,17
PZ221918.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221917.1,3572.0,5101.0,annotated_rdrp,5085.0,6731.0,True,17
PZ221916.1,3571.0,5100.0,annotated_rdrp,5084.0,6730.0,True,17
PZ221915.1,3572.0,5101.0,annotated_rdrp,5085.0,6731.0,True,17
LC918524.1,3500.0,5098.0,polyprotein_fallback,5079.0,6695.0,True,20
LC918523.1,3500.0,5096.0,polyprotein_fallback,5077.0,6693.0,True,20
LC918522.1,3500.0,5098.0,polyprotein_fallback,5079.0,6695.0,True,20
LC918521.1,3500.0,5092.0,polyprotein_fallback,5073.0,6689.0,True,20
LC918520.1,3500.0,5102.0,polyprotein_fallback,5083.0,6705.0,True,20
LC918519.1,3500.0,5110.0,polyprotein_fallback,5091.0,6713.0,True,20
LC918518.1,3500.0,5109.0,polyprotein_fallback,5090.0,6706.0,True,20
LC918517.1,3500.0,5103.0,polyprotein_fallback,5084.0,6700.0,True,20
LC918516.1,3500.0,5101.0,polyprotein_fallback,5082.0,6698.0,True,20
LC918515.1,3500.0,5103.0,polyprotein_fallback,5084.0,6700.0,True,20
LC918514.1,3500.0,5103.0,polyprotein_fallback,5084.0,6700.0,True,20
LC918513.1,3500.0,5096.0,polyprotein_fallback,5077.0,6693.0,True,20
LC918512.1,3500.0,5103.0,polyprotein_fallback,5084.0,6700.0,True,20
LC918511.1,3500.0,5113.0,polyprotein_fallback,5094.0,6710.0,True,20
LC918510.1,3500.0,5113.0,polyprotein_fallback,5094.0,6710.0,True,20
LC918509.1,3500.0,5103.0,polyprotein_fallback,5084.0,6706.0,True,20
LC918508.1,3500.0,5089.0,polyprotein_fallback,5070.0,6686.0,True,20
LC918507.1,3500.0,5099.0,polyprotein_fallback,5080.0,6696.0,True,20
LC923386.1,3500.0,5096.0,polyprotein_fallback,5077.0,6684.0,True,20
OR477993.3,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ208572.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208571.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208570.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208567.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208566.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208565.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208564.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208563.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208562.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208561.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208560.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208559.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208558.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208555.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208554.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208553.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208552.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208551.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208550.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208549.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208546.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
PZ208545.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208542.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208541.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208539.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208538.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208537.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208536.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ136061.1,3558.0,5087.0,annotated_rdrp,5071.0,6717.0,True,17
PZ136060.1,3558.0,5087.0,annotated_rdrp,5071.0,6717.0,True,17
PZ136058.1,3572.0,5101.0,annotated_rdrp,5085.0,6731.0,True,17
PZ136057.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ136056.1,3558.0,5087.0,annotated_rdrp,5071.0,6717.0,True,17
PZ136055.1,3565.0,5094.0,annotated_rdrp,5078.0,6724.0,True,17
PZ136054.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ136053.1,3572.0,5101.0,annotated_rdrp,5085.0,6731.0,True,17
PZ136052.1,3561.0,5090.0,annotated_rdrp,5074.0,6720.0,True,17
PZ136051.1,3565.0,5094.0,annotated_rdrp,5078.0,6724.0,True,17
PV920384.1,3594.0,5123.0,annotated_rdrp,5107.0,6729.0,True,17
PV920383.1,3592.0,5121.0,annotated_rdrp,5105.0,6727.0,True,17
PV920382.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PV920381.1,3571.0,5100.0,annotated_rdrp,5084.0,6700.0,True,17
PV920380.1,3570.0,5099.0,annotated_rdrp,5083.0,6699.0,True,17
PV920379.1,3560.0,5089.0,annotated_rdrp,5073.0,6695.0,True,17
PV920378.1,3570.0,5099.0,annotated_rdrp,5083.0,6699.0,True,17
PV920377.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PV920376.1,3593.0,5122.0,annotated_rdrp,5106.0,6728.0,True,17
PV920375.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PV920374.1,3566.0,5095.0,annotated_rdrp,5079.0,6701.0,True,17
PV920373.1,3565.0,5094.0,annotated_rdrp,5078.0,6700.0,True,17
PV920372.1,3567.0,5096.0,annotated_rdrp,5080.0,6696.0,True,17
PV920371.1,3566.0,5095.0,annotated_rdrp,5079.0,6701.0,True,17
PV920370.1,3579.0,5108.0,annotated_rdrp,5092.0,6705.0,True,17
PV920369.1,3568.0,5097.0,annotated_rdrp,5081.0,6694.0,True,17
PV920368.1,3565.0,5094.0,annotated_rdrp,5078.0,6691.0,True,17
PV920367.1,3523.0,5052.0,annotated_rdrp,5036.0,6652.0,True,17
PX353865.1,3534.0,5063.0,annotated_rdrp,5047.0,6657.0,True,17
PX285875.1,3563.0,5092.0,annotated_rdrp,5076.0,6692.0,True,17
PX285874.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PX285873.1,3572.0,5101.0,annotated_rdrp,5085.0,6731.0,True,17
PX285872.1,3572.0,5101.0,annotated_rdrp,5085.0,6713.0,True,17
PV297973.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PV297972.1,3558.0,5087.0,annotated_rdrp,5071.0,6717.0,True,17
PV282529.1,3561.0,5090.0,annotated_rdrp,5074.0,6717.0,True,17
PV282528.1,3561.0,5090.0,annotated_rdrp,5074.0,6717.0,True,17
PV282527.1,3560.0,5089.0,annotated_rdrp,5073.0,6695.0,True,17
PV282526.1,3561.0,5090.0,annotated_rdrp,5074.0,6696.0,True,17
PV282524.1,3563.0,5092.0,annotated_rdrp,5076.0,6698.0,True,17
PV282523.1,3554.0,5083.0,annotated_rdrp,5067.0,6710.0,True,17
PV282522.1,3558.0,5087.0,annotated_rdrp,5071.0,6693.0,True,17
PV282521.1,3561.0,5090.0,annotated_rdrp,5074.0,6696.0,True,17
PV282520.1,3560.0,5089.0,annotated_rdrp,5073.0,6695.0,True,17
PV282517.1,3555.0,5084.0,annotated_rdrp,5068.0,6711.0,True,17
PV282516.1,3561.0,5090.0,annotated_rdrp,5074.0,6696.0,True,17
PV282515.1,3569.0,5098.0,annotated_rdrp,5082.0,6707.0,True,17
PV282514.1,3558.0,5087.0,annotated_rdrp,5071.0,6693.0,True,17
PV282513.1,3558.0,5087.0,annotated_rdrp,5071.0,6693.0,True,17
PV282512.1,3558.0,5087.0,annotated_rdrp,5071.0,6693.0,True,17
PV282510.1,3552.0,5081.0,annotated_rdrp,5065.0,6708.0,True,17
PV282509.1,3558.0,5087.0,annotated_rdrp,5071.0,6693.0,True,17
PV282508.1,3552.0,5081.0,annotated_rdrp,5065.0,6708.0,True,17
PV282507.1,3558.0,5087.0,annotated_rdrp,5071.0,6693.0,True,17
PV241703.1,3560.0,5089.0,annotated_rdrp,5073.0,6695.0,True,17
PV902474.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
LC769715.1,3500.0,5089.0,polyprotein_fallback,5070.0,6716.0,True,20
LC769714.1,3500.0,5092.0,polyprotein_fallback,5073.0,6695.0,True,20
LC769713.1,3500.0,5098.0,polyprotein_fallback,5079.0,6725.0,True,20
LC769712.1,3500.0,5099.0,polyprotein_fallback,5080.0,6726.0,True,20
MW305670.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305669.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305668.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305667.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305666.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305665.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305664.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305663.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305662.1,3537.0,5066.0,annotated_rdrp,5050.0,6669.0,True,17
MW305661.1,3537.0,5066.0,annotated_rdrp,5050.0,6669.0,True,17
MW305660.1,3546.0,5075.0,annotated_rdrp,5059.0,6684.0,True,17
MW305659.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305658.1,3531.0,5060.0,annotated_rdrp,5044.0,6666.0,True,17
MW305657.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305656.1,3537.0,5066.0,annotated_rdrp,5050.0,6669.0,True,17
MW305655.1,3537.0,5066.0,annotated_rdrp,5050.0,6669.0,True,17
MW305654.1,3546.0,5075.0,annotated_rdrp,5059.0,6684.0,True,17
MW305653.1,3537.0,5066.0,annotated_rdrp,5050.0,6669.0,True,17
MW305652.1,3537.0,5066.0,annotated_rdrp,5050.0,6669.0,True,17
MW305651.1,3537.0,5066.0,annotated_rdrp,5050.0,6669.0,True,17
MW305650.1,3546.0,5075.0,annotated_rdrp,5059.0,6705.0,True,17
MW305649.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305648.1,3531.0,5060.0,annotated_rdrp,5044.0,6654.0,True,17
MW305647.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305646.1,3536.0,5065.0,annotated_rdrp,5049.0,6677.0,True,17
MW305645.1,3536.0,5065.0,annotated_rdrp,5049.0,6677.0,True,17
MW305644.1,3536.0,5065.0,annotated_rdrp,5049.0,6677.0,True,17
MW305643.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305642.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305641.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305640.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305639.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305638.1,3531.0,5060.0,annotated_rdrp,5044.0,6687.0,True,17
MW305637.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305636.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305635.1,3531.0,5060.0,annotated_rdrp,5044.0,6687.0,True,17
MW305634.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305633.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305632.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305631.1,3537.0,5066.0,annotated_rdrp,5050.0,6696.0,True,17
MW305630.1,3543.0,5072.0,annotated_rdrp,5056.0,6663.0,True,17
MW305629.1,3543.0,5072.0,annotated_rdrp,5056.0,6663.0,True,17
MW305628.1,3543.0,5072.0,annotated_rdrp,5056.0,6663.0,True,17
MW305627.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305626.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305625.1,3546.0,5075.0,annotated_rdrp,5059.0,6678.0,True,17
MW305624.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305623.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305622.1,3543.0,5072.0,annotated_rdrp,5056.0,6663.0,True,17
MW305621.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305620.1,3500.0,5029.0,annotated_rdrp,5013.0,6635.0,True,17
MW305619.1,3531.0,5060.0,annotated_rdrp,5044.0,6687.0,True,17
MW305618.1,3531.0,5060.0,annotated_rdrp,5044.0,6687.0,True,17
MW305617.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
MW305616.1,3531.0,5060.0,annotated_rdrp,5044.0,6696.0,True,17
MW305615.1,3531.0,5060.0,annotated_rdrp,5044.0,6696.0,True,17
MW305614.1,3531.0,5060.0,annotated_rdrp,5044.0,6687.0,True,17
MW305613.1,3531.0,5060.0,annotated_rdrp,5044.0,6696.0,True,17
MW305612.1,3537.0,5066.0,annotated_rdrp,5050.0,6678.0,True,17
MW305611.1,3531.0,5060.0,annotated_rdrp,5044.0,6687.0,True,17
MW305610.1,3546.0,5075.0,annotated_rdrp,5059.0,6684.0,True,17
MW305609.1,3546.0,5075.0,annotated_rdrp,5059.0,6684.0,True,17
