accession,BLAST_score,begin,end,length,p_type,p_subtype,rdrp_start,rdrp_end,rdrp_source,genotype,genotype_subtype,vp1_start,vp1_end,has_overlap,overlap
PZ169382.1,93.448944,4836.0,5359.0,523,GII.P7,None,1.0,265.0,annotated_rdrp,GII.6,None,249.0,523.0,True,17.0
PZ169383.1,86.04206,4837.0,5370.0,533,GII.P7,None,1.0,264.0,annotated_rdrp,GII.9,None,248.0,533.0,True,17.0
PZ169384.1,83.14176,4837.0,5364.0,527,GII.P21,None,1.0,264.0,annotated_rdrp,GII.21,None,248.0,527.0,True,17.0
PZ169385.1,79.775276,4837.0,5373.0,536,Could,None,1.0,264.0,annotated_rdrp,GII.17,None,248.0,536.0,True,17.0
PZ169386.1,81.437126,4834.0,5340.0,506,GII.P17,None,1.0,267.0,annotated_rdrp,GII.17,None,251.0,506.0,True,17.0
PZ176369.1,,,,,,,3862.0,5391.0,annotated_rdrp,,,5378.0,7015.0,True,14.0
PZ177377.1,80.33089,4833.0,5377.0,544,GII.P16,None,1.0,268.0,annotated_rdrp,GII.2,None,252.0,544.0,True,17.0
PZ177378.1,75.82418,4831.0,5377.0,546,GII.P16,None,1.0,270.0,annotated_rdrp,GII.4,None,254.0,546.0,True,17.0
PZ177379.1,93.88889,4837.0,5377.0,540,GII.P7,None,1.0,264.0,annotated_rdrp,GII.6,None,248.0,540.0,True,17.0
PZ177380.1,75.83025,4832.0,5374.0,542,GII.P16,None,1.0,269.0,annotated_rdrp,GII.4,None,253.0,542.0,True,17.0
PZ177381.1,75.87477,4831.0,5374.0,543,GII.P16,None,1.0,270.0,annotated_rdrp,GII.4,None,254.0,543.0,True,17.0
PZ177382.1,75.37037,4831.0,5371.0,540,GII.P16,None,1.0,270.0,annotated_rdrp,GII.4,None,254.0,540.0,True,17.0
PZ177383.1,75.92593,4831.0,5371.0,540,GII.P16,None,1.0,270.0,annotated_rdrp,GII.4,None,254.0,540.0,True,17.0
PZ177384.1,75.50644,4831.0,5376.0,545,GII.P16,None,1.0,270.0,annotated_rdrp,GII.4,None,254.0,545.0,True,17.0
PZ177385.1,75.87477,4831.0,5374.0,543,GII.P16,None,1.0,270.0,annotated_rdrp,GII.4,None,254.0,543.0,True,17.0
PZ177386.1,80.21978,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.2,None,255.0,547.0,True,17.0
PZ177387.1,75.87477,4830.0,5374.0,544,GII.P16,None,1.0,271.0,annotated_rdrp,GII.4,None,255.0,544.0,True,17.0
PZ177388.1,79.520294,4832.0,5374.0,542,GII.P17,None,1.0,269.0,annotated_rdrp,GII.17,None,253.0,542.0,True,17.0
PZ177389.1,79.67033,4831.0,5377.0,546,GII.P17,None,1.0,270.0,annotated_rdrp,GII.17,None,254.0,546.0,True,17.0
PZ177390.1,79.44954,4832.0,5377.0,545,Could,None,1.0,269.0,annotated_rdrp,GII.17,None,253.0,545.0,True,17.0
PZ177391.1,79.81651,4832.0,5377.0,545,GII.P17,None,1.0,269.0,annotated_rdrp,GII.17,None,253.0,545.0,True,17.0
PZ177392.1,79.44444,4835.0,5377.0,542,Could,None,1.0,266.0,annotated_rdrp,GII.17,None,250.0,542.0,True,17.0
PZ177393.1,80.0,4836.0,5377.0,541,GII.P16,None,1.0,265.0,annotated_rdrp,GII.2,None,249.0,541.0,True,17.0
PZ177394.1,80.40293,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.2,None,255.0,547.0,True,17.0
PZ177395.1,,,,,,,1.0,269.0,annotated_rdrp,,,253.0,545.0,True,17.0
PZ177396.1,79.48718,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.10,None,255.0,547.0,True,17.0
PZ177397.1,79.81651,4832.0,5377.0,545,GII.P16,None,1.0,269.0,annotated_rdrp,GII.2,None,253.0,545.0,True,17.0
PZ177398.1,79.633026,4832.0,5377.0,545,GII.P17,None,1.0,269.0,annotated_rdrp,GII.17,None,253.0,545.0,True,17.0
PZ177399.1,79.85348,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.10,None,255.0,547.0,True,17.0
PZ177400.1,79.67033,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.10,None,255.0,547.0,True,17.0
PZ177401.1,74.58867,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.4,Could not assign,255.0,547.0,True,17.0
PZ177402.1,79.67033,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.10,None,255.0,547.0,True,17.0
PZ177403.1,75.64102,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.4,None,255.0,547.0,True,17.0
PZ177404.1,80.03663,4830.0,5377.0,547,GII.P16,None,1.0,271.0,annotated_rdrp,GII.2,None,255.0,547.0,True,17.0
PZ177405.1,80.769226,4830.0,5377.0,547,GII.P30,None,1.0,271.0,annotated_rdrp,GII.3,None,255.0,547.0,True,17.0
PZ189634.1,78.95425,3574.0,5104.0,1530,GII.P16,None,1.0,1527.0,annotated_rdrp,,None,,,False,0.0
PZ189635.1,,,,,,,,,,,,1.0,1623.0,False,0.0
PZ193862.1,80.12232,4943.0,5273.0,330,GII.P16,None,1.0,158.0,annotated_rdrp,GII.4,Sydney_2016,142.0,330.0,True,17.0
PZ193863.1,78.4,4895.0,5273.0,378,GII.P16,None,1.0,206.0,annotated_rdrp,GII.4,Sydney_2016,190.0,378.0,True,17.0
PZ193864.1,,,,,,,1.0,218.0,annotated_rdrp,,,202.0,405.0,True,17.0
PZ193865.1,,,,,,,1.0,218.0,annotated_rdrp,,,202.0,405.0,True,17.0
PZ193866.1,78.48411,4883.0,5294.0,411,GII.P16,None,1.0,218.0,annotated_rdrp,GII.4,None,202.0,411.0,True,17.0
PZ193867.1,78.07882,4883.0,5291.0,408,GII.P16,None,1.0,218.0,annotated_rdrp,GII.4,None,202.0,408.0,True,17.0
PZ193868.1,78.752884,4871.0,5312.0,441,GII.P16,None,1.0,230.0,annotated_rdrp,GII.4,None,214.0,441.0,True,17.0
PZ193869.1,,,,,,,1.0,191.0,annotated_rdrp,,,175.0,363.0,True,17.0
PZ193870.1,77.906975,4868.0,5300.0,432,GII.P16,None,1.0,233.0,annotated_rdrp,GII.4,Sydney_2016,217.0,432.0,True,17.0
PZ193871.1,79.82456,4910.0,5258.0,348,GII.P16,None,1.0,191.0,annotated_rdrp,GII.4,Sydney_2016,175.0,348.0,True,17.0
PZ193872.1,78.76344,4910.0,5294.0,384,GII.P16,None,1.0,191.0,annotated_rdrp,GII.4,Could not assign,175.0,384.0,True,17.0
PZ193873.1,78.86598,4913.0,5309.0,396,GII.P16,None,1.0,188.0,annotated_rdrp,GII.4,Could not assign,172.0,396.0,True,17.0
PZ193874.1,78.333336,4910.0,5276.0,366,GII.P16,None,1.0,191.0,annotated_rdrp,GII.4,None,175.0,366.0,True,17.0
PZ193875.1,,,,,,,1.0,185.0,annotated_rdrp,,,169.0,273.0,True,17.0
PZ193877.1,82.42894,4883.0,5279.0,396,GII.P17,None,1.0,218.0,annotated_rdrp,GII.17,None,202.0,396.0,True,17.0
PZ193878.1,81.92489,4883.0,5323.0,440,GII.P17,None,1.0,218.0,annotated_rdrp,GII.17,None,202.0,440.0,True,17.0
PZ193879.1,82.08955,4886.0,5293.0,407,GII.P17,None,1.0,215.0,annotated_rdrp,GII.17,None,199.0,407.0,True,17.0
PZ193880.1,83.33333,4901.0,5293.0,392,GII.P17,None,1.0,200.0,annotated_rdrp,GII.17,None,184.0,392.0,True,17.0
PZ193881.1,81.3364,4868.0,5303.0,435,GII.P17,None,1.0,233.0,annotated_rdrp,GII.17,None,217.0,435.0,True,17.0
PZ193882.1,83.88747,4910.0,5306.0,396,GII.P17,None,1.0,191.0,annotated_rdrp,GII.17,None,175.0,396.0,True,17.0
PZ193883.1,81.27854,4868.0,5306.0,438,GII.P17,None,1.0,233.0,annotated_rdrp,GII.17,None,217.0,438.0,True,17.0
PZ193884.1,82.85715,4883.0,5276.0,393,GII.P17,None,1.0,218.0,annotated_rdrp,GII.17,None,202.0,393.0,True,17.0
PZ193885.1,82.16867,4883.0,5306.0,423,GII.P17,None,1.0,218.0,annotated_rdrp,GII.17,None,202.0,423.0,True,17.0
PZ193886.1,81.29497,4868.0,5285.0,417,GII.P17,None,1.0,233.0,annotated_rdrp,GII.17,None,217.0,417.0,True,17.0
PZ193887.1,88.76712,4898.0,5270.0,372,GII.P7,None,1.0,203.0,annotated_rdrp,GII.7,None,187.0,372.0,True,17.0
PZ194151.1,78.83721,4871.0,5303.0,432,GII.P16,None,1.0,230.0,annotated_rdrp,GII.4,None,214.0,432.0,True,17.0
PZ194152.1,78.384796,4871.0,5294.0,423,GII.P16,None,1.0,230.0,annotated_rdrp,GII.4,Sydney_2016,214.0,423.0,True,17.0
PZ194153.1,80.12232,4934.0,5271.0,337,GII.P16,None,1.0,167.0,annotated_rdrp,GII.4,Sydney_2016,151.0,337.0,True,17.0
PZ194154.1,78.55297,4907.0,5294.0,387,GII.P16,None,1.0,194.0,annotated_rdrp,GII.4,Could not assign,178.0,387.0,True,17.0
PZ194155.1,80.229225,4934.0,5294.0,360,GII.P16,None,1.0,167.0,annotated_rdrp,GII.4,Sydney_2016,151.0,360.0,True,17.0
PZ194156.1,84.347824,4907.0,5252.0,345,GII.P2,None,1.0,194.0,annotated_rdrp,GII.2,None,178.0,345.0,True,17.0
PZ194157.1,85.26913,4925.0,5282.0,357,GII.P17,None,1.0,176.0,annotated_rdrp,GII.17,None,160.0,357.0,True,17.0
PZ194158.1,84.12698,4925.0,5306.0,381,GII.P17,None,1.0,176.0,annotated_rdrp,GII.17,None,160.0,381.0,True,17.0
PZ194159.1,82.95739,4916.0,5324.0,408,GII.P17,None,1.0,185.0,annotated_rdrp,GII.17,None,169.0,408.0,True,17.0
PZ194160.1,81.37254,4868.0,5276.0,408,GII.P17,None,1.0,233.0,annotated_rdrp,GII.17,None,217.0,408.0,True,17.0
PZ194161.1,82.72059,4865.0,5138.0,273,GII.P17,None,1.0,236.0,annotated_rdrp,,None,220.0,273.0,True,17.0
PZ194162.1,86.666664,4988.0,5288.0,300,,None,1.0,113.0,annotated_rdrp,GII.17,None,97.0,300.0,True,17.0
PZ194163.1,,,,,,,1.0,206.0,annotated_rdrp,,,190.0,390.0,True,17.0
PZ194164.1,82.16867,4883.0,5309.0,426,GII.P17,None,1.0,218.0,annotated_rdrp,GII.17,None,202.0,426.0,True,17.0
PZ194169.1,96.014496,4967.0,5243.0,276,Could,None,1.0,134.0,annotated_rdrp,GII.6,None,118.0,276.0,True,17.0
PZ208536.1,75.845566,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208537.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208538.1,75.76308,32.0,7549.0,7520,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208539.1,75.76308,32.0,7511.0,7482,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208540.1,75.746574,32.0,7508.0,7479,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208541.1,75.76308,32.0,7511.0,7482,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208542.1,75.76308,32.0,7511.0,7482,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208543.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208544.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208545.1,,,,,,,3546.0,5075.0,annotated_rdrp,,,5059.0,6675.0,True,17.0
PZ208546.1,75.737,35.0,7565.0,7524,GII.P16,None,3537.0,5066.0,annotated_rdrp,GII.4,Sydney_2016,5050.0,6672.0,True,17.0
PZ208547.1,75.720436,35.0,7567.0,7526,GII.P16,None,3537.0,5066.0,annotated_rdrp,GII.4,Sydney_2016,5050.0,6672.0,True,17.0
PZ208548.1,,,,,,,3546.0,5075.0,annotated_rdrp,,,5059.0,6675.0,True,17.0
PZ208549.1,,,,,,,3546.0,5075.0,annotated_rdrp,,,5059.0,6675.0,True,17.0
PZ208550.1,75.81257,32.0,7511.0,7482,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208551.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208552.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208553.1,,,,,,,3546.0,5075.0,annotated_rdrp,,,5059.0,6675.0,True,17.0
PZ208554.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208555.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208556.1,75.81257,32.0,7493.0,7464,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208557.1,75.82907,32.0,7549.0,7520,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208558.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208559.1,,,,,,,3546.0,5075.0,annotated_rdrp,,,5059.0,6675.0,True,17.0
PZ208560.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208561.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208562.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208563.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208564.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208565.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208566.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208567.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208568.1,75.845566,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208569.1,75.76308,32.0,7511.0,7482,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208570.1,75.845566,32.0,7547.0,7518,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208571.1,75.845566,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ208572.1,75.82907,32.0,7550.0,7521,GII.P17,None,3546.0,5075.0,annotated_rdrp,GII.17,None,5059.0,6675.0,True,17.0
PZ221916.1,81.273094,1.0,7542.0,7541,GII.P21,None,3571.0,5100.0,annotated_rdrp,GII.3,None,5084.0,6730.0,True,17.0
PZ221918.1,81.28674,2.0,7542.0,7540,GII.P21,None,3570.0,5099.0,annotated_rdrp,GII.3,None,5083.0,6729.0,True,17.0
PZ221919.1,81.26366,4.0,7542.0,7538,GII.P21,None,3568.0,5097.0,annotated_rdrp,GII.3,None,5081.0,6727.0,True,17.0
PZ221920.1,81.26472,9.0,7542.0,7533,GII.P21,None,3563.0,5092.0,annotated_rdrp,GII.3,None,5076.0,6722.0,True,17.0
PZ221921.1,81.27416,6.0,7542.0,7536,GII.P21,None,3566.0,5095.0,annotated_rdrp,GII.3,None,5079.0,6725.0,True,17.0
PZ221923.1,81.27102,7.0,7542.0,7535,GII.P21,None,3565.0,5094.0,annotated_rdrp,GII.3,None,5078.0,6724.0,True,17.0
PZ221924.1,81.28674,2.0,7542.0,7540,GII.P21,None,3570.0,5099.0,annotated_rdrp,GII.3,None,5083.0,6729.0,True,17.0
PZ221925.1,81.28046,4.0,7542.0,7538,GII.P21,None,3568.0,5097.0,annotated_rdrp,GII.3,None,5081.0,6727.0,True,17.0
PZ221926.1,81.25841,11.0,7542.0,7531,GII.P21,None,3561.0,5090.0,annotated_rdrp,GII.3,None,5074.0,6720.0,True,17.0
PZ221928.1,81.28674,2.0,7542.0,7540,GII.P21,None,3570.0,5099.0,annotated_rdrp,GII.3,None,5083.0,6729.0,True,17.0
PZ221929.1,,,,,,,3570.0,5099.0,annotated_rdrp,,,5083.0,6729.0,True,17.0
PZ221930.1,81.28046,4.0,7542.0,7538,GII.P21,None,3568.0,5097.0,annotated_rdrp,GII.3,None,5081.0,6727.0,True,17.0
PZ231294.1,89.23546,56.0,7493.0,7437,GII.P12,None,3516.0,5045.0,annotated_rdrp,GII.3,None,5029.0,6675.0,True,17.0
PZ231295.1,89.26468,12.0,7493.0,7481,GII.P12,None,3560.0,5089.0,annotated_rdrp,GII.3,None,5073.0,6719.0,True,17.0
PZ231296.1,89.130066,12.0,7493.0,7481,GII.P12,None,3560.0,5089.0,annotated_rdrp,GII.3,None,5073.0,6719.0,True,17.0
PZ231297.1,89.09679,76.0,7493.0,7417,GII.P12,None,3496.0,5025.0,annotated_rdrp,GII.3,None,5009.0,6655.0,True,17.0
PZ231298.1,89.10506,44.0,7493.0,7449,GII.P12,None,3528.0,5057.0,annotated_rdrp,GII.3,None,5041.0,6687.0,True,17.0
PZ231299.1,89.26468,12.0,7493.0,7481,GII.P12,None,3560.0,5089.0,annotated_rdrp,GII.3,None,5073.0,6719.0,True,17.0
PZ231300.1,89.075775,69.0,7493.0,7424,GII.P12,None,3503.0,5032.0,annotated_rdrp,GII.3,None,5016.0,6662.0,True,17.0
PZ231301.1,89.075775,69.0,7493.0,7424,GII.P12,None,3503.0,5032.0,annotated_rdrp,GII.3,None,5016.0,6662.0,True,17.0
PZ231302.1,89.075775,69.0,7493.0,7424,GII.P12,None,3503.0,5032.0,annotated_rdrp,GII.3,None,5016.0,6662.0,True,17.0
PZ231303.1,89.075775,69.0,7493.0,7424,GII.P12,None,3503.0,5032.0,annotated_rdrp,GII.3,None,5016.0,6662.0,True,17.0
PZ231304.1,,,,,,,3529.0,5058.0,annotated_rdrp,,,5042.0,6688.0,True,17.0
PZ231305.1,89.043655,68.0,7493.0,7425,GII.P12,None,3504.0,5033.0,annotated_rdrp,GII.3,None,5017.0,6663.0,True,17.0
PZ231306.1,88.99796,39.0,7523.0,7484,GII.P12,None,3533.0,5062.0,annotated_rdrp,GII.3,None,5046.0,6692.0,True,17.0
PZ234755.1,,,,,,,3576.0,5105.0,annotated_rdrp,,,5089.0,6711.0,True,17.0
PZ234756.1,,,,,,,3552.0,5081.0,annotated_rdrp,,,5065.0,6687.0,True,17.0
PZ234757.1,75.76105,13.0,7497.0,7490,GII.P17,None,3568.0,5097.0,annotated_rdrp,GII.17,None,5081.0,6703.0,True,17.0
PZ234758.1,75.92137,5.0,7550.0,7551,GII.P17,None,3576.0,5105.0,annotated_rdrp,GII.17,None,5089.0,6711.0,True,17.0
PZ234759.1,75.760056,5.0,7497.0,7498,GII.P17,None,3576.0,5105.0,annotated_rdrp,GII.17,None,5089.0,6711.0,True,17.0
PZ234760.1,,,,,,,3545.0,5074.0,annotated_rdrp,,,5058.0,6680.0,True,17.0
PZ234761.1,75.760056,5.0,7497.0,7498,GII.P17,None,3576.0,5105.0,annotated_rdrp,GII.17,None,5089.0,6711.0,True,17.0
PZ234762.1,75.79618,0.0,7497.0,7503,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6716.0,True,17.0
PZ234763.1,75.72736,5.0,7497.0,7498,GII.P17,None,3576.0,5105.0,annotated_rdrp,GII.17,None,5089.0,6711.0,True,17.0
PZ234764.1,75.760056,5.0,7497.0,7498,GII.P17,None,3576.0,5105.0,annotated_rdrp,GII.17,None,5089.0,6711.0,True,17.0
PZ234765.1,75.617386,33.0,7497.0,7467,GII.P17,None,3545.0,5074.0,annotated_rdrp,GII.17,None,5058.0,6680.0,True,17.0
PZ234766.1,,,,,,,3547.0,5076.0,annotated_rdrp,,,5060.0,6682.0,True,17.0
PZ234767.1,75.7764,5.0,7497.0,7498,GII.P17,None,3576.0,5105.0,annotated_rdrp,GII.17,None,5089.0,6711.0,True,17.0
PZ234768.1,75.725296,22.0,7492.0,7476,GII.P17,None,3559.0,5088.0,annotated_rdrp,GII.17,None,5072.0,6694.0,True,17.0
PZ234769.1,75.73085,0.0,7497.0,7503,GII.P17,None,3581.0,5110.0,annotated_rdrp,GII.17,None,5094.0,6716.0,True,17.0
PZ234770.1,75.83948,5.0,7495.0,7496,GII.P17,None,3576.0,5105.0,annotated_rdrp,GII.17,None,5089.0,6711.0,True,17.0
PZ234771.1,75.790855,9.0,7495.0,7492,GII.P17,None,3572.0,5101.0,annotated_rdrp,GII.17,None,5085.0,6707.0,True,17.0
