accession,BLAST_score,begin,end,length,p_type,p_subtype,rdrp_start,rdrp_end,rdrp_source,genotype,genotype_subtype,vp1_start,vp1_end,has_overlap,overlap
KY210980.3,75.77854,4,7587,7577,GII.P16,,3568.0,5097.0,annotated_rdrp,GII.4,Sydney_2016,5081.0,6703.0,True,17.0
KY210920.3,76.893364,0,7509,7506,GII.P16,,3569.0,5098.0,annotated_rdrp,GII.13,,5082.0,6710.0,True,17.0
KY496327.1,85.28784,0,7586,7580,GII.P31,,3500.0,5104.0,polyprotein_fallback,GII.4,Sydney_2012,5085.0,6707.0,True,20.0
KY905331.1,84.253914,-1,7551,7546,GII.P4,New_Orleans_2009,3500.0,5105.0,polyprotein_fallback,GII.4,Could not assign,5086.0,6708.0,True,20.0
LC369258.1,75.74355,54,7535,7484,GII.P17,,3500.0,5056.0,polyprotein_fallback,GII.17,,5037.0,6659.0,True,20.0
LC369257.1,75.70705,5,7589,7590,GII.P17,,3500.0,5108.0,polyprotein_fallback,GII.17,,5089.0,6711.0,True,20.0
LC369256.1,75.7893,10,7559,7555,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369255.1,75.82202,10,7592,7588,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369254.1,75.86151,0,7541,7547,GII.P17,,3500.0,5113.0,polyprotein_fallback,GII.17,,5094.0,6716.0,True,20.0
LC369253.1,75.78586,15,7555,7546,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6701.0,True,20.0
LC369252.1,75.78586,15,7554,7545,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6701.0,True,20.0
LC369251.1,75.077835,15,7536,7539,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6695.0,True,20.0
LC369249.1,75.830475,12,7555,7549,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6704.0,True,20.0
LC369248.1,75.78982,14,7555,7547,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6702.0,True,20.0
LC369247.1,75.75708,14,7555,7547,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6702.0,True,20.0
LC369246.1,75.92078,14,7555,7547,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6702.0,True,20.0
LC369245.1,75.82543,5,7554,7555,GII.P17,,3500.0,5108.0,polyprotein_fallback,GII.17,,5089.0,6711.0,True,20.0
LC369244.1,75.82884,0,7555,7561,GII.P17,,3500.0,5113.0,polyprotein_fallback,GII.17,,5094.0,6716.0,True,20.0
LC369243.1,75.732285,12,7557,7551,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6704.0,True,20.0
LC369242.1,75.85812,5,7588,7589,GII.P17,,3500.0,5108.0,polyprotein_fallback,GII.17,,5089.0,6711.0,True,20.0
LC369241.1,75.82148,6,7554,7554,GII.P17,,3500.0,5107.0,polyprotein_fallback,GII.17,,5088.0,6710.0,True,20.0
LC369240.1,75.699554,12,7560,7554,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6704.0,True,20.0
LC369239.1,75.70797,14,7557,7549,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6702.0,True,20.0
LC369238.1,75.6907,6,7556,7556,GII.P17,,3500.0,5107.0,polyprotein_fallback,GII.17,,5088.0,6710.0,True,20.0
LC369237.1,75.743706,5,7607,7608,GII.P17,,3500.0,5108.0,polyprotein_fallback,GII.17,,5089.0,6711.0,True,20.0
LC369236.1,75.747665,0,7556,7562,GII.P17,,3500.0,5113.0,polyprotein_fallback,GII.17,,5094.0,6716.0,True,20.0
LC369235.1,75.74815,8,7589,7587,GII.P17,,3500.0,5105.0,polyprotein_fallback,GII.17,,5086.0,6708.0,True,20.0
LC369234.1,75.74815,8,7615,7613,GII.P17,,3500.0,5105.0,polyprotein_fallback,GII.17,,5086.0,6708.0,True,20.0
LC369233.1,75.72387,10,7599,7595,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369232.1,75.756584,10,7560,7556,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369231.1,75.65843,10,7555,7551,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369230.1,75.74023,10,7555,7551,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369229.1,75.72387,10,7555,7551,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369228.1,75.72387,10,7622,7618,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369227.1,75.83838,10,7569,7565,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC369225.1,75.89592,12,7555,7549,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6704.0,True,20.0
LC369224.1,75.8141,12,7560,7554,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6704.0,True,20.0
LC369222.1,75.8141,12,7583,7577,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6704.0,True,20.0
LC369221.1,75.822556,14,7535,7527,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6702.0,True,20.0
LC369220.1,75.75708,14,7568,7560,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6702.0,True,20.0
LC369219.1,75.82884,0,7556,7562,GII.P17,,3500.0,5113.0,polyprotein_fallback,GII.17,,5094.0,6716.0,True,20.0
LC369218.1,75.813576,8,7535,7533,GII.P17,,3500.0,5105.0,polyprotein_fallback,GII.17,,5086.0,6708.0,True,20.0
LC369217.1,75.78586,15,7533,7524,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6701.0,True,20.0
LC369216.1,75.818596,15,7533,7524,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6701.0,True,20.0
LC369215.1,75.82543,5,7575,7576,GII.P17,,3500.0,5108.0,polyprotein_fallback,GII.17,,5089.0,6711.0,True,20.0
LC369214.1,75.86151,0,7585,7591,GII.P17,,3500.0,5113.0,polyprotein_fallback,GII.17,,5094.0,6716.0,True,20.0
LC342059.1,86.073425,0,7557,7557,GII.PNA7,,3500.0,5104.0,polyprotein_fallback,GII.12,,5085.0,6692.0,True,20.0
LC777250.1,75.942696,0,7576,7570,GII.P16,,3500.0,5104.0,polyprotein_fallback,GII.4,Sydney_2016,5085.0,6707.0,True,20.0
LC769715.1,76.42701,15,7546,7531,GII.P16,,3500.0,5089.0,polyprotein_fallback,GII.3,,5070.0,6716.0,True,20.0
LC769714.1,75.66408,12,7550,7532,GII.P16,,3500.0,5092.0,polyprotein_fallback,GII.4,Sydney_2016,5073.0,6695.0,True,20.0
LC769713.1,76.34499,6,7558,7552,GII.P16,,3500.0,5098.0,polyprotein_fallback,GII.3,,5079.0,6725.0,True,20.0
LC769712.1,76.34897,5,7541,7536,GII.P16,,3500.0,5099.0,polyprotein_fallback,GII.3,,5080.0,6726.0,True,20.0
LC769709.1,76.22813,10,7553,7543,GII.P16,,3500.0,5094.0,polyprotein_fallback,GII.3,,5075.0,6721.0,True,20.0
LC769708.1,75.97167,0,7577,7571,GII.P16,,3500.0,5104.0,polyprotein_fallback,GII.4,Sydney_2016,5085.0,6707.0,True,20.0
LC769707.1,75.77957,12,7571,7553,GII.P16,,3500.0,5092.0,polyprotein_fallback,GII.4,Sydney_2016,5073.0,6695.0,True,20.0
LC769706.1,76.30204,21,7546,7525,GII.P16,,3500.0,5083.0,polyprotein_fallback,GII.3,,5064.0,6710.0,True,20.0
LC769705.1,75.92715,9,7581,7566,GII.P16,,3500.0,5095.0,polyprotein_fallback,GII.4,Sydney_2016,5076.0,6698.0,True,20.0
LC769704.1,76.46169,1,7521,7520,GII.P16,,3500.0,5103.0,polyprotein_fallback,GII.3,,5084.0,6730.0,True,20.0
LC769703.1,76.71486,10,7480,7470,GII.P16,,3500.0,5094.0,polyprotein_fallback,GII.13,,5075.0,6703.0,True,20.0
LC769702.1,77.13642,12,7518,7521,GII.P16,,3500.0,5092.0,polyprotein_fallback,GII.16,,5073.0,6695.0,True,20.0
LC769701.1,84.42947,17,7587,7567,GII.P31,,3500.0,5087.0,polyprotein_fallback,GII.4,Could not assign,5068.0,6693.0,True,20.0
LC769700.1,68.06236,-36,7535,7577,GII.P38,,3500.0,5140.0,polyprotein_fallback,GII.17,,5121.0,6734.0,True,20.0
LC769699.1,75.62148,37,7565,7522,GII.P16,,3500.0,5067.0,polyprotein_fallback,GII.4,Sydney_2016,5048.0,6670.0,True,20.0
LC769698.1,75.71311,8,7561,7547,GII.P16,,3500.0,5096.0,polyprotein_fallback,GII.4,Sydney_2016,5077.0,6699.0,True,20.0
LC769697.1,75.60936,0,7581,7575,GII.P16,,3500.0,5104.0,polyprotein_fallback,GII.4,Sydney_2016,5085.0,6707.0,True,20.0
LC769696.1,75.726074,13,7578,7559,GII.P16,,3500.0,5091.0,polyprotein_fallback,GII.4,Sydney_2016,5072.0,6694.0,True,20.0
LC769695.1,75.746086,8,7562,7548,GII.P16,,3500.0,5096.0,polyprotein_fallback,GII.4,Sydney_2016,5077.0,6699.0,True,20.0
LC769694.1,75.67523,0,7571,7565,GII.P16,,3500.0,5104.0,polyprotein_fallback,GII.4,Sydney_2016,5085.0,6707.0,True,20.0
LC769693.1,75.712166,10,7559,7543,GII.P16,,3500.0,5094.0,polyprotein_fallback,GII.4,Sydney_2016,5075.0,6697.0,True,20.0
LC769692.1,75.693985,21,7574,7547,GII.P16,,3500.0,5083.0,polyprotein_fallback,GII.4,Sydney_2016,5064.0,6686.0,True,20.0
LC769691.1,75.62304,14,7578,7558,GII.P16,,3500.0,5090.0,polyprotein_fallback,GII.4,Sydney_2016,5071.0,6693.0,True,20.0
LC769689.1,76.36272,10,7552,7542,GII.P16,,3500.0,5094.0,polyprotein_fallback,GII.3,,5075.0,6721.0,True,20.0
LC769688.1,75.70983,11,7582,7565,GII.P16,,3500.0,5093.0,polyprotein_fallback,GII.4,Sydney_2016,5074.0,6696.0,True,20.0
LC769685.1,75.72864,0,7571,7565,GII.P16,,3500.0,5104.0,polyprotein_fallback,GII.4,Sydney_2016,5085.0,6707.0,True,20.0
LC769684.1,75.65605,14,7558,7538,GII.P16,,3500.0,5090.0,polyprotein_fallback,GII.4,Sydney_2016,5071.0,6693.0,True,20.0
LC769683.1,75.68459,11,7575,7558,GII.P16,,3500.0,5093.0,polyprotein_fallback,GII.4,Sydney_2016,5074.0,6696.0,True,20.0
LC769682.1,76.27375,7,7571,7564,GII.P16,,3500.0,5097.0,polyprotein_fallback,GII.3,,5078.0,6724.0,True,20.0
LC769681.1,84.6798,9,7575,7563,GII.P31,,3500.0,5095.0,polyprotein_fallback,GII.4,Could not assign,5076.0,6701.0,True,20.0
LC919492.1,75.82868,16,7534,7524,GII.P17,,3500.0,5097.0,polyprotein_fallback,GII.17,,5084.0,6694.0,True,14.0
LC918524.1,75.88187,15,7579,7570,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6695.0,True,20.0
LC918523.1,75.857544,17,7579,7568,GII.P17,,3500.0,5096.0,polyprotein_fallback,GII.17,,5077.0,6693.0,True,20.0
LC918522.1,75.91469,15,7579,7570,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6695.0,True,20.0
LC918521.1,75.8581,21,7552,7537,GII.P17,,3500.0,5092.0,polyprotein_fallback,GII.17,,5073.0,6689.0,True,20.0
LC918520.1,75.719894,11,7580,7575,GII.P17,,3500.0,5102.0,polyprotein_fallback,GII.17,,5083.0,6705.0,True,20.0
LC918519.1,75.75163,3,7580,7583,GII.P17,,3500.0,5110.0,polyprotein_fallback,GII.17,,5091.0,6713.0,True,20.0
LC918518.1,75.92532,4,7576,7578,GII.P17,,3500.0,5109.0,polyprotein_fallback,GII.17,,5090.0,6706.0,True,20.0
LC918517.1,75.78688,10,7576,7572,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6700.0,True,20.0
LC918516.1,76.00853,12,7501,7495,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6698.0,True,20.0
LC918515.1,75.86885,10,7576,7572,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6700.0,True,20.0
LC918514.1,75.91803,10,7567,7563,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6700.0,True,20.0
LC918513.1,75.82472,17,7501,7490,GII.P17,,3500.0,5096.0,polyprotein_fallback,GII.17,,5077.0,6693.0,True,20.0
LC918512.1,75.91803,10,7549,7545,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6700.0,True,20.0
LC918511.1,75.92471,0,7576,7582,GII.P17,,3500.0,5113.0,polyprotein_fallback,GII.17,,5094.0,6710.0,True,20.0
LC918510.1,75.99018,0,7534,7540,GII.P17,,3500.0,5113.0,polyprotein_fallback,GII.17,,5094.0,6710.0,True,20.0
LC918509.1,75.60936,10,7507,7503,GII.P17,,3500.0,5103.0,polyprotein_fallback,GII.17,,5084.0,6706.0,True,20.0
LC918508.1,75.796906,24,7579,7561,GII.P17,,3500.0,5089.0,polyprotein_fallback,GII.17,,5070.0,6686.0,True,20.0
LC918507.1,75.86942,14,7552,7544,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6696.0,True,20.0
LC868438.1,75.87453,21,7499,7484,GII.P17,,3500.0,5092.0,polyprotein_fallback,GII.17,,5073.0,6689.0,True,20.0
LC868437.1,75.87734,12,7505,7499,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6698.0,True,20.0
LC868436.1,75.90223,14,7505,7497,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6696.0,True,20.0
LC868435.1,75.64102,26,7511,7491,GII.P17,,3500.0,5087.0,polyprotein_fallback,GII.17,,5068.0,6684.0,True,20.0
LC868434.1,75.85302,14,7501,7493,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6696.0,True,20.0
LC868433.1,75.84962,19,7501,7488,GII.P17,,3500.0,5094.0,polyprotein_fallback,GII.17,,5075.0,6691.0,True,20.0
LC868432.1,75.661026,21,7501,7486,GII.P17,,3500.0,5092.0,polyprotein_fallback,GII.17,,5073.0,6689.0,True,20.0
LC868431.1,75.885826,14,7501,7493,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6696.0,True,20.0
LC868430.1,75.885826,14,7501,7493,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6696.0,True,20.0
LC868429.1,75.885826,14,7496,7488,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6696.0,True,20.0
LC868428.1,75.85302,14,7504,7496,GII.P17,,3500.0,5099.0,polyprotein_fallback,GII.17,,5080.0,6696.0,True,20.0
LC868427.1,75.87734,12,7501,7495,GII.P17,,3500.0,5101.0,polyprotein_fallback,GII.17,,5082.0,6698.0,True,20.0
LC868426.1,75.83265,15,7504,7495,GII.P17,,3500.0,5098.0,polyprotein_fallback,GII.17,,5079.0,6695.0,True,20.0
MF352144.1,68.88809,31,7525,7497,GII.P26,,3541.0,5070.0,annotated_rdrp,GII.26,,5054.0,6682.0,True,17.0
MF352143.1,68.71721,31,7525,7497,GII.P26,,3541.0,5070.0,annotated_rdrp,GII.26,,5054.0,6682.0,True,17.0
MF352142.1,69.060974,31,7525,7497,GII.P26,,3541.0,5070.0,annotated_rdrp,GII.26,,5054.0,6682.0,True,17.0
MG572732.1,68.56476,31,7525,7497,GII.P26,,3500.0,5073.0,polyprotein_fallback,GII.26,,5054.0,6682.0,True,20.0
MG572731.1,68.572464,31,7525,7497,GII.P26,,3500.0,5073.0,polyprotein_fallback,GII.26,,5054.0,6682.0,True,20.0
MG572730.1,68.62675,31,7525,7497,GII.P26,,3500.0,5073.0,polyprotein_fallback,GII.26,,5054.0,6682.0,True,20.0
MG572719.1,68.482,31,7525,7497,GII.P26,,3500.0,5073.0,polyprotein_fallback,GII.26,,5054.0,6682.0,True,20.0
MG572182.1,77.578415,0,7518,7518,GII.P16,,3500.0,5104.0,polyprotein_fallback,GII.1,,5085.0,6692.0,True,20.0
MG548737.1,85.19127,0,7565,7559,GII.P4,Den_Haag_2006b,3500.0,5104.0,polyprotein_fallback,GII.4,Den_Haag_2006b,5085.0,6707.0,True,20.0
MG049692.1,83.72464,4,7516,7509,GII.P4,Den_Haag_2006b,3500.0,5100.0,polyprotein_fallback,GII.4,Den_Haag_2006b,5081.0,6703.0,True,20.0
MG746045.1,76.47733,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746044.1,76.4937,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746043.1,76.54281,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746042.1,76.38347,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746041.1,76.51006,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746040.1,76.58114,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746039.1,76.59191,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746038.1,76.67919,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746037.1,76.644844,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746036.1,76.75941,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746035.1,76.644844,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746034.1,76.4937,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746033.1,76.564804,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746032.1,76.61382,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746031.1,76.57554,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746030.1,76.483086,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746029.1,76.62848,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746028.1,76.61211,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746027.1,76.53028,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746026.1,76.64102,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746025.1,76.57554,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746024.1,76.59191,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746023.1,76.59575,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746022.1,76.61211,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746021.1,76.49943,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746020.1,76.657394,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746019.1,76.73924,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746018.1,76.657394,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746017.1,76.51577,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746016.1,76.62848,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746015.1,76.51577,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746014.1,76.64102,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746013.1,76.62465,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746012.1,76.608284,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746011.1,76.62465,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746010.1,76.51577,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746009.1,76.66121,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746008.1,76.57938,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746007.1,76.42822,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746006.1,76.548454,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746005.1,76.43406,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746004.1,76.66121,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746003.1,76.66121,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746002.1,76.59191,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746001.1,76.59191,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG746000.1,76.44459,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG745999.1,76.44459,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG745998.1,76.4504,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG745997.1,76.46674,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG745996.1,76.548454,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
MG745995.1,76.61382,0,7536,7536,GII.P16,,3572.0,5101.0,annotated_rdrp,GII.2,,5085.0,6713.0,True,17.0
