accession,rdrp_start,rdrp_end,rdrp_source,vp1_start,vp1_end,has_overlap,overlap
PZ177391.1,1.0,269.0,annotated_rdrp,253.0,545.0,True,17
PZ177392.1,1.0,266.0,annotated_rdrp,250.0,542.0,True,17
PZ177393.1,1.0,265.0,annotated_rdrp,249.0,541.0,True,17
PZ177394.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177395.1,1.0,269.0,annotated_rdrp,253.0,545.0,True,17
PZ177396.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177397.1,1.0,269.0,annotated_rdrp,253.0,545.0,True,17
PZ177398.1,1.0,269.0,annotated_rdrp,253.0,545.0,True,17
PZ177399.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177400.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177401.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177402.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177403.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177404.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ177405.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ189634.1,1.0,1527.0,annotated_rdrp,,,False,0
PZ189635.1,,,,1.0,1623.0,False,0
PZ193862.1,1.0,158.0,annotated_rdrp,142.0,330.0,True,17
PZ193863.1,1.0,206.0,annotated_rdrp,190.0,378.0,True,17
PZ193864.1,1.0,218.0,annotated_rdrp,202.0,405.0,True,17
PZ193865.1,1.0,218.0,annotated_rdrp,202.0,405.0,True,17
PZ193866.1,1.0,218.0,annotated_rdrp,202.0,411.0,True,17
PZ193867.1,1.0,218.0,annotated_rdrp,202.0,408.0,True,17
PZ193868.1,1.0,230.0,annotated_rdrp,214.0,441.0,True,17
PZ193869.1,1.0,191.0,annotated_rdrp,175.0,363.0,True,17
PZ193870.1,1.0,233.0,annotated_rdrp,217.0,432.0,True,17
PZ193871.1,1.0,191.0,annotated_rdrp,175.0,348.0,True,17
PZ193872.1,1.0,191.0,annotated_rdrp,175.0,384.0,True,17
PZ193873.1,1.0,188.0,annotated_rdrp,172.0,396.0,True,17
PZ193874.1,1.0,191.0,annotated_rdrp,175.0,366.0,True,17
PZ193875.1,1.0,185.0,annotated_rdrp,169.0,273.0,True,17
PZ193877.1,1.0,218.0,annotated_rdrp,202.0,396.0,True,17
PZ193878.1,1.0,218.0,annotated_rdrp,202.0,440.0,True,17
PZ193879.1,1.0,215.0,annotated_rdrp,199.0,407.0,True,17
PZ193880.1,1.0,200.0,annotated_rdrp,184.0,392.0,True,17
PZ193881.1,1.0,233.0,annotated_rdrp,217.0,435.0,True,17
PZ193882.1,1.0,191.0,annotated_rdrp,175.0,396.0,True,17
PZ193883.1,1.0,233.0,annotated_rdrp,217.0,438.0,True,17
PZ193884.1,1.0,218.0,annotated_rdrp,202.0,393.0,True,17
PZ193885.1,1.0,218.0,annotated_rdrp,202.0,423.0,True,17
PZ193886.1,1.0,233.0,annotated_rdrp,217.0,417.0,True,17
PZ193887.1,1.0,203.0,annotated_rdrp,187.0,372.0,True,17
PZ194151.1,1.0,230.0,annotated_rdrp,214.0,432.0,True,17
PZ194152.1,1.0,230.0,annotated_rdrp,214.0,423.0,True,17
PZ194153.1,1.0,167.0,annotated_rdrp,151.0,337.0,True,17
PZ194154.1,1.0,194.0,annotated_rdrp,178.0,387.0,True,17
PZ194155.1,1.0,167.0,annotated_rdrp,151.0,360.0,True,17
PZ194156.1,1.0,194.0,annotated_rdrp,178.0,345.0,True,17
PZ194157.1,1.0,176.0,annotated_rdrp,160.0,357.0,True,17
PZ194158.1,1.0,176.0,annotated_rdrp,160.0,381.0,True,17
PZ194159.1,1.0,185.0,annotated_rdrp,169.0,408.0,True,17
PZ194160.1,1.0,233.0,annotated_rdrp,217.0,408.0,True,17
PZ194161.1,1.0,236.0,annotated_rdrp,220.0,273.0,True,17
PZ194162.1,1.0,113.0,annotated_rdrp,97.0,300.0,True,17
PZ194163.1,1.0,206.0,annotated_rdrp,190.0,390.0,True,17
PZ194164.1,1.0,218.0,annotated_rdrp,202.0,426.0,True,17
PZ194169.1,1.0,134.0,annotated_rdrp,118.0,276.0,True,17
PZ208536.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208537.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208538.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208539.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208540.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208541.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208542.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208543.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208544.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208545.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208546.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
PZ208547.1,3537.0,5066.0,annotated_rdrp,5050.0,6672.0,True,17
PZ208548.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208549.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208550.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208551.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208552.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208553.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208554.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208555.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208556.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208557.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208558.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208559.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208560.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208561.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208562.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208563.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208564.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208565.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208566.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208567.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208568.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208569.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208570.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208571.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ208572.1,3546.0,5075.0,annotated_rdrp,5059.0,6675.0,True,17
PZ221916.1,3571.0,5100.0,annotated_rdrp,5084.0,6730.0,True,17
PZ221918.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221919.1,3568.0,5097.0,annotated_rdrp,5081.0,6727.0,True,17
PZ221920.1,3563.0,5092.0,annotated_rdrp,5076.0,6722.0,True,17
PZ221921.1,3566.0,5095.0,annotated_rdrp,5079.0,6725.0,True,17
PZ221923.1,3565.0,5094.0,annotated_rdrp,5078.0,6724.0,True,17
PZ221924.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221925.1,3568.0,5097.0,annotated_rdrp,5081.0,6727.0,True,17
PZ221926.1,3561.0,5090.0,annotated_rdrp,5074.0,6720.0,True,17
PZ221928.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221929.1,3570.0,5099.0,annotated_rdrp,5083.0,6729.0,True,17
PZ221930.1,3568.0,5097.0,annotated_rdrp,5081.0,6727.0,True,17
PZ231294.1,3516.0,5045.0,annotated_rdrp,5029.0,6675.0,True,17
PZ231295.1,3560.0,5089.0,annotated_rdrp,5073.0,6719.0,True,17
PZ231296.1,3560.0,5089.0,annotated_rdrp,5073.0,6719.0,True,17
PZ231297.1,3496.0,5025.0,annotated_rdrp,5009.0,6655.0,True,17
PZ231298.1,3528.0,5057.0,annotated_rdrp,5041.0,6687.0,True,17
PZ231299.1,3560.0,5089.0,annotated_rdrp,5073.0,6719.0,True,17
PZ231300.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231301.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231302.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231303.1,3503.0,5032.0,annotated_rdrp,5016.0,6662.0,True,17
PZ231304.1,3529.0,5058.0,annotated_rdrp,5042.0,6688.0,True,17
PZ231305.1,3504.0,5033.0,annotated_rdrp,5017.0,6663.0,True,17
PZ231306.1,3533.0,5062.0,annotated_rdrp,5046.0,6692.0,True,17
PZ234755.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234756.1,3552.0,5081.0,annotated_rdrp,5065.0,6687.0,True,17
PZ234757.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PZ234758.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234759.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234760.1,3545.0,5074.0,annotated_rdrp,5058.0,6680.0,True,17
PZ234761.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234762.1,3581.0,5110.0,annotated_rdrp,5094.0,6716.0,True,17
PZ234763.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234764.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234765.1,3545.0,5074.0,annotated_rdrp,5058.0,6680.0,True,17
PZ234766.1,3547.0,5076.0,annotated_rdrp,5060.0,6682.0,True,17
PZ234767.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234768.1,3559.0,5088.0,annotated_rdrp,5072.0,6694.0,True,17
PZ234769.1,3581.0,5110.0,annotated_rdrp,5094.0,6716.0,True,17
PZ234770.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234771.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ234773.1,3562.0,5091.0,annotated_rdrp,5075.0,6697.0,True,17
PZ234774.1,3553.0,5082.0,annotated_rdrp,5066.0,6688.0,True,17
PZ234775.1,3581.0,5110.0,annotated_rdrp,5094.0,6716.0,True,17
PZ234776.1,3559.0,5088.0,annotated_rdrp,5072.0,6694.0,True,17
PZ234777.1,3538.0,5067.0,annotated_rdrp,5051.0,6667.0,True,17
PZ234778.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234779.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234780.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234781.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234782.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234783.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234784.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234785.1,3552.0,5081.0,annotated_rdrp,5065.0,6681.0,True,17
PZ234786.1,3548.0,5077.0,annotated_rdrp,5061.0,6677.0,True,17
PZ234787.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234788.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234789.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234790.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234791.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234792.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234793.1,3557.0,5086.0,annotated_rdrp,5070.0,6686.0,True,17
PZ234794.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234795.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234796.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234797.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234798.1,3538.0,5067.0,annotated_rdrp,5051.0,6673.0,True,17
PZ234799.1,3538.0,5067.0,annotated_rdrp,5051.0,6667.0,True,17
PZ234800.1,3551.0,5080.0,annotated_rdrp,5064.0,6680.0,True,17
PZ234801.1,3559.0,5088.0,annotated_rdrp,5072.0,6688.0,True,17
PZ234802.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234803.1,3538.0,5067.0,annotated_rdrp,5051.0,6667.0,True,17
PZ234804.1,3545.0,5074.0,annotated_rdrp,5058.0,6674.0,True,17
PZ234805.1,3545.0,5074.0,annotated_rdrp,5058.0,6674.0,True,17
PZ234806.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234807.1,3576.0,5105.0,annotated_rdrp,5089.0,6711.0,True,17
PZ234808.1,3545.0,5074.0,annotated_rdrp,5058.0,6674.0,True,17
PZ234809.1,3548.0,5077.0,annotated_rdrp,5061.0,6677.0,True,17
PZ234810.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234811.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234812.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ234813.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234814.1,3553.0,5082.0,annotated_rdrp,5066.0,6682.0,True,17
PZ234815.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234816.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234817.1,3568.0,5097.0,annotated_rdrp,5081.0,6697.0,True,17
PZ234818.1,3552.0,5081.0,annotated_rdrp,5065.0,6681.0,True,17
PZ234819.1,3553.0,5082.0,annotated_rdrp,5066.0,6682.0,True,17
PZ234820.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234821.1,3553.0,5082.0,annotated_rdrp,5066.0,6682.0,True,17
PZ234822.1,3563.0,5092.0,annotated_rdrp,5076.0,6692.0,True,17
PZ234823.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234824.1,3576.0,5105.0,annotated_rdrp,5089.0,6705.0,True,17
PZ234825.1,3577.0,5106.0,annotated_rdrp,5090.0,6706.0,True,17
PZ239374.1,1.0,268.0,annotated_rdrp,255.0,541.0,True,14
PZ239375.1,1.0,268.0,annotated_rdrp,255.0,554.0,True,14
PZ239376.1,1.0,256.0,annotated_rdrp,243.0,509.0,True,14
PZ239377.1,1.0,270.0,annotated_rdrp,257.0,561.0,True,14
PZ239378.1,1.0,270.0,annotated_rdrp,257.0,561.0,True,14
PZ239379.1,1.0,270.0,annotated_rdrp,257.0,561.0,True,14
PZ239380.1,1.0,270.0,annotated_rdrp,257.0,553.0,True,14
PZ239588.1,1.0,271.0,annotated_rdrp,255.0,544.0,True,17
PZ239589.1,1.0,271.0,annotated_rdrp,255.0,544.0,True,17
PZ239590.1,1.0,271.0,annotated_rdrp,255.0,544.0,True,17
PZ239591.1,1.0,271.0,annotated_rdrp,255.0,544.0,True,17
PZ239592.1,1.0,271.0,annotated_rdrp,255.0,544.0,True,17
PZ239593.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ239594.1,1.0,271.0,annotated_rdrp,255.0,547.0,True,17
PZ239595.1,1.0,271.0,annotated_rdrp,255.0,544.0,True,17
PZ239596.1,1.0,271.0,annotated_rdrp,255.0,544.0,True,17
PZ239815.1,,,,,,False,0
PZ239816.1,1.0,282.0,annotated_rdrp,266.0,1888.0,True,17
PZ240463.1,3544.0,5073.0,annotated_rdrp,5057.0,6709.0,True,17
PZ240464.1,3522.0,5051.0,annotated_rdrp,5035.0,6687.0,True,17
PZ240465.1,3558.0,5087.0,annotated_rdrp,5071.0,6723.0,True,17
PZ240466.1,3500.0,5029.0,annotated_rdrp,5013.0,6665.0,True,17
PZ240467.1,3544.0,5073.0,annotated_rdrp,5057.0,6709.0,True,17
PZ240468.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240469.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240470.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240471.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240472.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240473.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240474.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240475.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240476.1,3569.0,5098.0,annotated_rdrp,5082.0,6704.0,True,17
PZ240477.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240478.1,3569.0,5098.0,annotated_rdrp,5082.0,6704.0,True,17
PZ240479.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240480.1,3569.0,5098.0,annotated_rdrp,5082.0,6704.0,True,17
PZ240481.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240482.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240483.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240484.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240485.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240486.1,3567.0,5096.0,annotated_rdrp,5080.0,6702.0,True,17
PZ240488.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240489.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240490.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240491.1,3567.0,5096.0,annotated_rdrp,5080.0,6702.0,True,17
PZ240492.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240493.1,3567.0,5096.0,annotated_rdrp,5080.0,6702.0,True,17
PZ240494.1,3557.0,5086.0,annotated_rdrp,5070.0,6692.0,True,17
PZ240495.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240496.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240497.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240498.1,3570.0,5099.0,annotated_rdrp,5083.0,6705.0,True,17
PZ240499.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240500.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240501.1,3568.0,5097.0,annotated_rdrp,5081.0,6703.0,True,17
PZ240502.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240503.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240504.1,3561.0,5090.0,annotated_rdrp,5074.0,6696.0,True,17
PZ240505.1,3571.0,5100.0,annotated_rdrp,5084.0,6706.0,True,17
PZ240507.1,3563.0,5092.0,annotated_rdrp,5076.0,6698.0,True,17
PZ240508.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240509.1,3561.0,5090.0,annotated_rdrp,5074.0,6696.0,True,17
PZ240510.1,3572.0,5101.0,annotated_rdrp,5085.0,6707.0,True,17
PZ240511.1,3561.0,5090.0,annotated_rdrp,5074.0,6696.0,True,17
PZ240512.1,3526.0,5055.0,annotated_rdrp,5039.0,6667.0,True,17
PZ240513.1,3503.0,5032.0,annotated_rdrp,5016.0,6638.0,True,17
PZ240514.1,3493.0,5022.0,annotated_rdrp,5006.0,6613.0,True,17
PZ240515.1,3566.0,5095.0,annotated_rdrp,5079.0,6707.0,True,17
PZ240516.1,3566.0,5095.0,annotated_rdrp,5079.0,6707.0,True,17
PZ240517.1,3564.0,5093.0,annotated_rdrp,5077.0,6684.0,True,17
PZ240518.1,3567.0,5096.0,annotated_rdrp,5080.0,6687.0,True,17
PZ251252.1,,,,1.0,900.0,False,0
PZ251253.1,,,,1.0,895.0,False,0
PZ251254.1,,,,1.0,971.0,False,0
PZ251255.1,,,,1.0,899.0,False,0
PZ251256.1,,,,1.0,902.0,False,0
PZ251257.1,,,,1.0,909.0,False,0
PZ251258.1,,,,1.0,895.0,False,0
PZ251259.1,,,,1.0,899.0,False,0
PZ251260.1,,,,1.0,892.0,False,0
PZ251434.1,,,,1.0,1617.0,False,0
PZ251435.1,,,,1.0,1623.0,False,0
PZ251436.1,,,,1.0,1623.0,False,0
PZ251437.1,,,,1.0,1653.0,False,0
PZ251438.1,,,,1.0,1623.0,False,0
PZ251443.1,,,,1.0,1635.0,False,0
PZ264142.1,3460.0,4989.0,annotated_rdrp,4973.0,6589.0,True,17
PZ264143.1,3460.0,4989.0,annotated_rdrp,4973.0,6589.0,True,17
PZ264144.1,3460.0,4989.0,annotated_rdrp,4973.0,6589.0,True,17
