accession,BLAST_score,begin,end,length,p_type,p_subtype,rdrp_start,rdrp_end,rdrp_source,genotype,genotype_subtype,vp1_start,vp1_end,has_overlap,overlap
PZ194153.1,80.12232,4934.0,5271.0,337.0,GII.P16,,1.0,167.0,annotated_rdrp,GII.4,Sydney_2016,151.0,337.0,True,17.0
PZ194154.1,78.55297,4907.0,5294.0,387.0,GII.P16,,1.0,194.0,annotated_rdrp,GII.4,Could not assign,178.0,387.0,True,17.0
PZ194155.1,80.229225,4934.0,5294.0,360.0,GII.P16,,1.0,167.0,annotated_rdrp,GII.4,Sydney_2016,151.0,360.0,True,17.0
PZ194156.1,84.347824,4907.0,5252.0,345.0,GII.P2,,1.0,194.0,annotated_rdrp,GII.2,,178.0,345.0,True,17.0
PZ194157.1,85.26913,4925.0,5282.0,357.0,GII.P17,,1.0,176.0,annotated_rdrp,GII.17,,160.0,357.0,True,17.0
PZ194158.1,84.12698,4925.0,5306.0,381.0,GII.P17,,1.0,176.0,annotated_rdrp,GII.17,,160.0,381.0,True,17.0
PZ194159.1,82.95739,4916.0,5324.0,408.0,GII.P17,,1.0,185.0,annotated_rdrp,GII.17,,169.0,408.0,True,17.0
PZ194160.1,81.37254,4868.0,5276.0,408.0,GII.P17,,1.0,233.0,annotated_rdrp,GII.17,,217.0,408.0,True,17.0
PZ194161.1,82.72059,4865.0,5138.0,273.0,GII.P17,,1.0,236.0,annotated_rdrp,,,220.0,273.0,True,17.0
PZ194162.1,86.666664,4988.0,5288.0,300.0,,,1.0,113.0,annotated_rdrp,GII.17,,97.0,300.0,True,17.0
PZ194164.1,82.16867,4883.0,5309.0,426.0,GII.P17,,1.0,218.0,annotated_rdrp,GII.17,,202.0,426.0,True,17.0
PZ194169.1,96.014496,4967.0,5243.0,276.0,Could,,1.0,134.0,annotated_rdrp,GII.6,,118.0,276.0,True,17.0
PZ208536.1,75.845566,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208537.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208538.1,75.76308,32.0,7549.0,7520.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208539.1,75.76308,32.0,7511.0,7482.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208540.1,75.746574,32.0,7508.0,7479.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208541.1,75.76308,32.0,7511.0,7482.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208542.1,75.76308,32.0,7511.0,7482.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208543.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208544.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208546.1,75.737,35.0,7565.0,7524.0,GII.P16,,3537.0,5066.0,annotated_rdrp,GII.4,Sydney_2016,5050.0,6672.0,True,17.0
PZ208547.1,75.720436,35.0,7567.0,7526.0,GII.P16,,3537.0,5066.0,annotated_rdrp,GII.4,Sydney_2016,5050.0,6672.0,True,17.0
PZ208550.1,75.81257,32.0,7511.0,7482.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208551.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208552.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208554.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208555.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208556.1,75.81257,32.0,7493.0,7464.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208557.1,75.82907,32.0,7549.0,7520.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208558.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208560.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208561.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208562.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208563.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208564.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208565.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208566.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208567.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208568.1,75.845566,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208569.1,75.76308,32.0,7511.0,7482.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208570.1,75.845566,32.0,7547.0,7518.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208571.1,75.845566,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ208572.1,75.82907,32.0,7550.0,7521.0,GII.P17,,3546.0,5075.0,annotated_rdrp,GII.17,,5059.0,6675.0,True,17.0
PZ221920.1,81.26472,9.0,7542.0,7533.0,GII.P21,,3563.0,5092.0,annotated_rdrp,GII.3,,5076.0,6722.0,True,17.0
PZ221921.1,81.27416,6.0,7542.0,7536.0,GII.P21,,3566.0,5095.0,annotated_rdrp,GII.3,,5079.0,6725.0,True,17.0
PZ221923.1,81.27102,7.0,7542.0,7535.0,GII.P21,,3565.0,5094.0,annotated_rdrp,GII.3,,5078.0,6724.0,True,17.0
PZ221926.1,81.25841,11.0,7542.0,7531.0,GII.P21,,3561.0,5090.0,annotated_rdrp,GII.3,,5074.0,6720.0,True,17.0
PZ231294.1,89.23546,56.0,7493.0,7437.0,GII.P12,,3516.0,5045.0,annotated_rdrp,GII.3,,5029.0,6675.0,True,17.0
PZ231295.1,89.26468,12.0,7493.0,7481.0,GII.P12,,3560.0,5089.0,annotated_rdrp,GII.3,,5073.0,6719.0,True,17.0
PZ231296.1,89.130066,12.0,7493.0,7481.0,GII.P12,,3560.0,5089.0,annotated_rdrp,GII.3,,5073.0,6719.0,True,17.0
PZ231297.1,89.09679,76.0,7493.0,7417.0,GII.P12,,3496.0,5025.0,annotated_rdrp,GII.3,,5009.0,6655.0,True,17.0
PZ231298.1,89.10506,44.0,7493.0,7449.0,GII.P12,,3528.0,5057.0,annotated_rdrp,GII.3,,5041.0,6687.0,True,17.0
PZ231299.1,89.26468,12.0,7493.0,7481.0,GII.P12,,3560.0,5089.0,annotated_rdrp,GII.3,,5073.0,6719.0,True,17.0
PZ231300.1,89.075775,69.0,7493.0,7424.0,GII.P12,,3503.0,5032.0,annotated_rdrp,GII.3,,5016.0,6662.0,True,17.0
PZ231301.1,89.075775,69.0,7493.0,7424.0,GII.P12,,3503.0,5032.0,annotated_rdrp,GII.3,,5016.0,6662.0,True,17.0
PZ231302.1,89.075775,69.0,7493.0,7424.0,GII.P12,,3503.0,5032.0,annotated_rdrp,GII.3,,5016.0,6662.0,True,17.0
PZ231303.1,89.075775,69.0,7493.0,7424.0,GII.P12,,3503.0,5032.0,annotated_rdrp,GII.3,,5016.0,6662.0,True,17.0
PZ231305.1,89.043655,68.0,7493.0,7425.0,GII.P12,,3504.0,5033.0,annotated_rdrp,GII.3,,5017.0,6663.0,True,17.0
PZ231306.1,88.99796,39.0,7523.0,7484.0,GII.P12,,3533.0,5062.0,annotated_rdrp,GII.3,,5046.0,6692.0,True,17.0
PZ234757.1,75.76105,13.0,7497.0,7490.0,GII.P17,,3568.0,5097.0,annotated_rdrp,GII.17,,5081.0,6703.0,True,17.0
PZ234758.1,75.92137,5.0,7550.0,7551.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234759.1,75.760056,5.0,7497.0,7498.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234761.1,75.760056,5.0,7497.0,7498.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234763.1,75.72736,5.0,7497.0,7498.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234764.1,75.760056,5.0,7497.0,7498.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234765.1,75.617386,33.0,7497.0,7467.0,GII.P17,,3545.0,5074.0,annotated_rdrp,GII.17,,5058.0,6680.0,True,17.0
PZ234767.1,75.7764,5.0,7497.0,7498.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234768.1,75.725296,22.0,7492.0,7476.0,GII.P17,,3559.0,5088.0,annotated_rdrp,GII.17,,5072.0,6694.0,True,17.0
PZ234770.1,75.83948,5.0,7495.0,7496.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234771.1,75.790855,9.0,7495.0,7492.0,GII.P17,,3572.0,5101.0,annotated_rdrp,GII.17,,5085.0,6707.0,True,17.0
PZ234773.1,75.898865,19.0,7550.0,7537.0,GII.P17,,3562.0,5091.0,annotated_rdrp,GII.17,,5075.0,6697.0,True,17.0
PZ234774.1,75.71358,25.0,7550.0,7528.0,GII.P17,,3553.0,5082.0,annotated_rdrp,GII.17,,5066.0,6688.0,True,17.0
PZ234776.1,75.72273,22.0,7550.0,7534.0,GII.P17,,3559.0,5088.0,annotated_rdrp,GII.17,,5072.0,6694.0,True,17.0
PZ234777.1,75.77957,40.0,7511.0,7474.0,GII.P17,,3538.0,5067.0,annotated_rdrp,GII.17,,5051.0,6667.0,True,17.0
PZ234779.1,75.85414,22.0,7511.0,7495.0,GII.P17,,3559.0,5088.0,annotated_rdrp,GII.17,,5072.0,6688.0,True,17.0
PZ234780.1,75.83948,5.0,7511.0,7512.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6705.0,True,17.0
PZ234783.1,75.80672,5.0,7495.0,7496.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6711.0,True,17.0
PZ234784.1,75.85586,5.0,7511.0,7512.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6705.0,True,17.0
PZ234785.1,75.18487,26.0,7499.0,7488.0,GII.P17,,3552.0,5081.0,annotated_rdrp,GII.17,,5065.0,6681.0,True,17.0
PZ234786.1,75.77957,30.0,7511.0,7484.0,GII.P17,,3548.0,5077.0,annotated_rdrp,GII.17,,5061.0,6677.0,True,17.0
PZ234787.1,75.87224,5.0,7511.0,7512.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6705.0,True,17.0
PZ234789.1,75.87224,5.0,7549.0,7550.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6705.0,True,17.0
PZ234792.1,75.90341,22.0,7509.0,7493.0,GII.P17,,3559.0,5088.0,annotated_rdrp,GII.17,,5072.0,6688.0,True,17.0
PZ234793.1,75.78048,24.0,7554.0,7536.0,GII.P17,,3557.0,5086.0,annotated_rdrp,GII.17,,5070.0,6686.0,True,17.0
PZ234795.1,75.837715,22.0,7511.0,7495.0,GII.P17,,3559.0,5088.0,annotated_rdrp,GII.17,,5072.0,6688.0,True,17.0
PZ234796.1,75.93775,5.0,7509.0,7510.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6705.0,True,17.0
PZ234797.1,75.70631,22.0,7511.0,7495.0,GII.P17,,3559.0,5088.0,annotated_rdrp,GII.17,,5072.0,6688.0,True,17.0
PZ234798.1,75.64758,40.0,7550.0,7513.0,GII.P17,,3538.0,5067.0,annotated_rdrp,GII.17,,5051.0,6673.0,True,17.0
PZ234799.1,75.77957,40.0,7511.0,7474.0,GII.P17,,3538.0,5067.0,annotated_rdrp,GII.17,,5051.0,6667.0,True,17.0
PZ234800.1,75.87856,27.0,7509.0,7485.0,GII.P17,,3551.0,5080.0,annotated_rdrp,GII.17,,5064.0,6680.0,True,17.0
PZ234801.1,75.80486,22.0,7511.0,7495.0,GII.P17,,3559.0,5088.0,annotated_rdrp,GII.17,,5072.0,6688.0,True,17.0
PZ234802.1,75.905,5.0,7541.0,7542.0,GII.P17,,3576.0,5105.0,annotated_rdrp,GII.17,,5089.0,6705.0,True,17.0
PZ234804.1,75.746574,33.0,7511.0,7481.0,GII.P17,,3545.0,5074.0,annotated_rdrp,GII.17,,5058.0,6674.0,True,17.0
PZ234805.1,75.81257,33.0,7554.0,7524.0,GII.P17,,3545.0,5074.0,annotated_rdrp,GII.17,,5058.0,6674.0,True,17.0
PZ234808.1,75.77957,33.0,7498.0,7468.0,GII.P17,,3545.0,5074.0,annotated_rdrp,GII.17,,5058.0,6674.0,True,17.0
